variant,seed,scenario,reception,error_mode,run_id,strategy_hash,parameter_hash,clear_count,jammer_count,clear_ratio,total_time,move_time,move_distance,RF_detection_count,RF_detection_time,channel_switch_time,optical_time,clear_time,optical_failed_count,completion_proved,client_error,measured_program_wall_time_s,average_localization_clear_time_s_per_source,variant_hash,scene_hash
explore0.25,12002,uniform,mixed,fixed_hash,20260912T090006601559Z-s12002-G-27e7efc8,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,16,16,1.0,2761.541508,2146.5415068058546,10732.707534029274,90,450,85,48,32,0,True,,5.8288962000078754,172.59634425,7462fef71843a794d2eac758ffaece3e7d8985da98245168af10cec8a5d01a85,d2f0467af85ec9881ec1bd6ed68f956aa5938063ff9d0c20d74ec8d8f7fd1831
direct_balanced,12002,uniform,mixed,fixed_hash,20260912T090006461712Z-s12002-G-3b7b54e8,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,16,16,1.0,2797.303527,2177.303524937571,10886.517624687856,91,455,85,48,32,0,True,,6.138358600001084,174.8314704375,bbd4ba60ca232b752b9bbe04e37df95c81d0442c6765b7643ddcb37059cdb7f8,d2f0467af85ec9881ec1bd6ed68f956aa5938063ff9d0c20d74ec8d8f7fd1831
explore0.4,12002,uniform,mixed,fixed_hash,20260912T090006660425Z-s12002-G-025c274e,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,16,16,1.0,2797.303527,2177.303524937571,10886.517624687856,91,455,85,48,32,0,True,,6.195749199992861,174.8314704375,99d767430e43bd7bfe6507332c1b92f7f4c31b513bcae59705b6b0494939fcfb,d2f0467af85ec9881ec1bd6ed68f956aa5938063ff9d0c20d74ec8d8f7fd1831
intermediate,12002,uniform,mixed,fixed_hash,20260912T090006721281Z-s12002-G-420e72db,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,16,16,1.0,2829.03057,2178.030569462846,10890.15284731423,96,480,91,48,32,0,True,,6.326366300010704,176.814410625,8c161c6030e5d1ce11488c0af11b5dd0314795d09811c0cf614b59fac5e7b2cf,d2f0467af85ec9881ec1bd6ed68f956aa5938063ff9d0c20d74ec8d8f7fd1831
tight_shared,12002,uniform,mixed,fixed_hash,20260912T090008048235Z-s12002-G-6e8c32a8,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,5f28316e3eb177fac0762917090bf305f39346b742ed5b1250d5925d8cbad870,16,16,1.0,2782.486337,2174.486339250681,10872.431696253405,89,445,83,48,32,0,True,,6.563123200001428,173.9053960625,6e84d03ae2684f508fde06167a2f1c0349e16393abbab0fa8911111ae217541d,d2f0467af85ec9881ec1bd6ed68f956aa5938063ff9d0c20d74ec8d8f7fd1831
no_commit,12002,uniform,mixed,fixed_hash,20260912T090009566902Z-s12002-G-cac0f061,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,406d2c64289051b3c073155c29c269de2b145c4eba8d1b8206e6fc64617b0fe6,16,16,1.0,2719.504962,2104.5049629967325,10522.524814983663,90,450,85,48,32,0,True,,5.242983000003733,169.969060125,59cd3e5ba151647232602dcd2c2b14dd3b67048e1b8fd6127a9a80106971989a,d2f0467af85ec9881ec1bd6ed68f956aa5938063ff9d0c20d74ec8d8f7fd1831
G,12003,uniform,mixed,fixed_hash,20260912T090011585085Z-s12003-G-a80b879a,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3102.464888,2305.4648877467926,11527.324438733962,122,610,117,42,28,0,True,,5.538131499997689,221.60463485714286,b86e372656266059655318a0d78412a33495e50853782e3e3176ca6f4fc14972,3db2eaac6967ffd89f2bdb786217557dc23bdf14571343e44cb055808748156f
direct_balanced,12003,uniform,mixed,fixed_hash,20260912T090011819558Z-s12003-G-6712ae3b,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3108.005574,2312.0055743819516,11560.027871909759,122,610,116,42,28,0,True,,6.70504179999989,222.00039814285714,bbd4ba60ca232b752b9bbe04e37df95c81d0442c6765b7643ddcb37059cdb7f8,3db2eaac6967ffd89f2bdb786217557dc23bdf14571343e44cb055808748156f
explore0.1,12003,uniform,mixed,fixed_hash,20260912T090012619510Z-s12003-G-aa46ddd7,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3311.853073,2196.8530713658047,10984.265356829022,175,875,170,42,28,0,True,,6.926143800010323,236.5609337857143,004427724a1a9f2a847adf3a87d1dc1866cf90a470988a3b93c90d17951576ce,3db2eaac6967ffd89f2bdb786217557dc23bdf14571343e44cb055808748156f
intermediate,12003,uniform,mixed,fixed_hash,20260912T090013230987Z-s12003-G-eba5c2c5,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3116.483366,2304.4833680951456,11522.416840475727,125,625,117,42,28,0,True,,6.570371100009652,222.6059547142857,8c161c6030e5d1ce11488c0af11b5dd0314795d09811c0cf614b59fac5e7b2cf,3db2eaac6967ffd89f2bdb786217557dc23bdf14571343e44cb055808748156f
explore0.25,12003,uniform,mixed,fixed_hash,20260912T090012802521Z-s12003-G-6741a01a,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3152.850641,2250.8506409771085,11254.253204885543,140,700,132,42,28,0,True,,7.1643804000050295,225.2036172142857,7462fef71843a794d2eac758ffaece3e7d8985da98245168af10cec8a5d01a85,3db2eaac6967ffd89f2bdb786217557dc23bdf14571343e44cb055808748156f
explore0.4,12003,uniform,mixed,fixed_hash,20260912T090013032813Z-s12003-G-c2212b9a,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3115.850641,2250.8506409771085,11254.253204885543,134,670,125,42,28,0,True,,6.96086859999923,222.56076007142858,99d767430e43bd7bfe6507332c1b92f7f4c31b513bcae59705b6b0494939fcfb,3db2eaac6967ffd89f2bdb786217557dc23bdf14571343e44cb055808748156f
tight_shared,12003,uniform,mixed,fixed_hash,20260912T090014790651Z-s12003-G-48a7205d,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,5f28316e3eb177fac0762917090bf305f39346b742ed5b1250d5925d8cbad870,14,14,1.0,3096.005574,2312.0055743819516,11560.027871909759,120,600,114,42,28,0,True,,6.730633699989994,221.14325528571428,6e84d03ae2684f508fde06167a2f1c0349e16393abbab0fa8911111ae217541d,3db2eaac6967ffd89f2bdb786217557dc23bdf14571343e44cb055808748156f
no_commit,12003,uniform,mixed,fixed_hash,20260912T090015004586Z-s12003-G-fd9c7245,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,406d2c64289051b3c073155c29c269de2b145c4eba8d1b8206e6fc64617b0fe6,14,14,1.0,3105.483366,2304.4833680951456,11522.416840475727,123,615,116,42,28,0,True,,6.715266800005338,221.82024042857142,59cd3e5ba151647232602dcd2c2b14dd3b67048e1b8fd6127a9a80106971989a,3db2eaac6967ffd89f2bdb786217557dc23bdf14571343e44cb055808748156f
G,12004,uniform,mixed,fixed_hash,20260912T090017344684Z-s12004-G-358da929,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3402.861398,2656.861397982256,13284.306989911282,115,575,108,39,24,1,True,,5.802431000003708,283.57178316666665,b86e372656266059655318a0d78412a33495e50853782e3e3176ca6f4fc14972,efa941600fee658a785a8ea94c6556aaef62c87a9f7a5c21493e5cc77f6b5078
direct_balanced,12004,uniform,mixed,fixed_hash,20260912T090018749400Z-s12004-G-1fdc6efe,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3361.558683,2619.5586845349108,13097.793422674553,115,575,107,36,24,0,True,,6.472978399993735,280.12989025,bbd4ba60ca232b752b9bbe04e37df95c81d0442c6765b7643ddcb37059cdb7f8,efa941600fee658a785a8ea94c6556aaef62c87a9f7a5c21493e5cc77f6b5078
explore0.1,12004,uniform,mixed,fixed_hash,20260912T090019761460Z-s12004-G-6d1c1809,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3717.485662,2564.485662343698,12822.428311718491,183,915,178,36,24,0,True,,6.7848086999874795,309.79047183333336,004427724a1a9f2a847adf3a87d1dc1866cf90a470988a3b93c90d17951576ce,efa941600fee658a785a8ea94c6556aaef62c87a9f7a5c21493e5cc77f6b5078
intermediate,12004,uniform,mixed,fixed_hash,20260912T090020213096Z-s12004-G-92de20fd,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3359.631007,2612.631008133795,13063.155040668975,116,580,107,36,24,0,True,,6.432975900010206,279.96925058333335,8c161c6030e5d1ce11488c0af11b5dd0314795d09811c0cf614b59fac5e7b2cf,efa941600fee658a785a8ea94c6556aaef62c87a9f7a5c21493e5cc77f6b5078
explore0.4,12004,uniform,mixed,fixed_hash,20260912T090020173966Z-s12004-G-0c0634e0,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3550.276327,2657.2763288972965,13286.381644486482,140,700,133,36,24,0,True,,6.824516300010146,295.85636058333336,99d767430e43bd7bfe6507332c1b92f7f4c31b513bcae59705b6b0494939fcfb,efa941600fee658a785a8ea94c6556aaef62c87a9f7a5c21493e5cc77f6b5078
explore0.25,12004,uniform,mixed,fixed_hash,20260912T090020019277Z-s12004-G-ba99c636,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3605.276327,2657.2763288972965,13286.381644486482,149,745,143,36,24,0,True,,7.26574360000086,300.43969391666667,7462fef71843a794d2eac758ffaece3e7d8985da98245168af10cec8a5d01a85,efa941600fee658a785a8ea94c6556aaef62c87a9f7a5c21493e5cc77f6b5078
tight_shared,12004,uniform,mixed,fixed_hash,20260912T090021738065Z-s12004-G-3497af7a,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,5f28316e3eb177fac0762917090bf305f39346b742ed5b1250d5925d8cbad870,12,12,1.0,3348.499341,2618.4993409452522,13092.496704726262,113,565,105,36,24,0,True,,6.556900600000517,279.04161175,6e84d03ae2684f508fde06167a2f1c0349e16393abbab0fa8911111ae217541d,efa941600fee658a785a8ea94c6556aaef62c87a9f7a5c21493e5cc77f6b5078
no_commit,12004,uniform,mixed,fixed_hash,20260912T090021932694Z-s12004-G-70c09d3a,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,406d2c64289051b3c073155c29c269de2b145c4eba8d1b8206e6fc64617b0fe6,12,12,1.0,3359.631007,2612.631008133795,13063.155040668975,116,580,107,36,24,0,True,,6.552936699998099,279.96925058333335,59cd3e5ba151647232602dcd2c2b14dd3b67048e1b8fd6127a9a80106971989a,efa941600fee658a785a8ea94c6556aaef62c87a9f7a5c21493e5cc77f6b5078
G,12005,uniform,mixed,fixed_hash,20260912T090023381472Z-s12005-G-a0017b53,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,15,15,1.0,3469.343067,2718.343065943812,13591.715329719058,114,570,106,45,30,0,True,,5.959173900002497,231.28953779999998,b86e372656266059655318a0d78412a33495e50853782e3e3176ca6f4fc14972,018109ff32eb430f84bd846b2c894d17ed5c63fa0aca3a38719bf8f9ad296955
direct_balanced,12005,uniform,mixed,fixed_hash,20260912T090025437294Z-s12005-G-4c306194,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,15,15,1.0,3458.274792,2697.2747910130424,13486.373955065212,116,580,106,45,30,0,True,,7.133265200012829,230.5516528,bbd4ba60ca232b752b9bbe04e37df95c81d0442c6765b7643ddcb37059cdb7f8,018109ff32eb430f84bd846b2c894d17ed5c63fa0aca3a38719bf8f9ad296955
explore0.25,12005,uniform,mixed,fixed_hash,20260912T090026863114Z-s12005-G-f91d96eb,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,15,15,1.0,3459.423539,2631.423539396442,13157.117696982208,127,635,118,45,30,0,True,,7.137086200003978,230.62823593333331,7462fef71843a794d2eac758ffaece3e7d8985da98245168af10cec8a5d01a85,018109ff32eb430f84bd846b2c894d17ed5c63fa0aca3a38719bf8f9ad296955
explore0.4,12005,uniform,mixed,fixed_hash,20260912T090027211362Z-s12005-G-b80a6b09,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,15,15,1.0,3428.423539,2631.423539396442,13157.117696982208,122,610,112,45,30,0,True,,7.273018299994874,228.56156926666665,99d767430e43bd7bfe6507332c1b92f7f4c31b513bcae59705b6b0494939fcfb,018109ff32eb430f84bd846b2c894d17ed5c63fa0aca3a38719bf8f9ad296955
intermediate,12005,uniform,mixed,fixed_hash,20260912T090027511613Z-s12005-G-9435542e,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,15,15,1.0,3473.008601,2701.0085992946942,13505.042996473472,118,590,107,45,30,0,True,,7.137953800003743,231.53390673333334,8c161c6030e5d1ce11488c0af11b5dd0314795d09811c0cf614b59fac5e7b2cf,018109ff32eb430f84bd846b2c894d17ed5c63fa0aca3a38719bf8f9ad296955
explore0.1,12005,uniform,mixed,fixed_hash,20260912T090026786307Z-s12005-G-b883b505,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,15,15,1.0,3649.673996,2501.6739979353097,12508.369989676548,180,900,173,45,30,0,True,,8.589925499996752,243.31159973333334,004427724a1a9f2a847adf3a87d1dc1866cf90a470988a3b93c90d17951576ce,018109ff32eb430f84bd846b2c894d17ed5c63fa0aca3a38719bf8f9ad296955
tight_shared,12005,uniform,mixed,fixed_hash,20260912T090028502633Z-s12005-G-fba3857a,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,5f28316e3eb177fac0762917090bf305f39346b742ed5b1250d5925d8cbad870,15,15,1.0,3458.274792,2697.2747910130424,13486.373955065212,116,580,106,45,30,0,True,,6.973355900001479,230.5516528,6e84d03ae2684f508fde06167a2f1c0349e16393abbab0fa8911111ae217541d,018109ff32eb430f84bd846b2c894d17ed5c63fa0aca3a38719bf8f9ad296955
G,12006,uniform,mixed,fixed_hash,20260912T090029566466Z-s12006-G-b7b4e1ff,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,16,16,1.0,3223.331179,2499.3311766168563,12496.65588308428,108,540,101,51,32,1,True,,6.524283899998409,201.4581986875,b86e372656266059655318a0d78412a33495e50853782e3e3176ca6f4fc14972,7e161111f29d5785f32990ad5f9bda9d2be301525d18d6d9db875d97f8c90b2b
no_commit,12005,uniform,mixed,fixed_hash,20260912T090028681983Z-s12005-G-d8acaeaa,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,406d2c64289051b3c073155c29c269de2b145c4eba8d1b8206e6fc64617b0fe6,15,15,1.0,3473.282924,2701.2829221637676,13506.414610818838,118,590,107,45,30,0,True,,7.5830397000099765,231.55219493333334,59cd3e5ba151647232602dcd2c2b14dd3b67048e1b8fd6127a9a80106971989a,018109ff32eb430f84bd846b2c894d17ed5c63fa0aca3a38719bf8f9ad296955
direct_balanced,12006,uniform,mixed,fixed_hash,20260912T090032826441Z-s12006-G-948f4e4f,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,16,16,1.0,3248.503725,2503.503726478483,12517.518632392414,111,555,101,57,32,3,True,,7.5993700999970315,203.0314828125,bbd4ba60ca232b752b9bbe04e37df95c81d0442c6765b7643ddcb37059cdb7f8,7e161111f29d5785f32990ad5f9bda9d2be301525d18d6d9db875d97f8c90b2b
G,12007,uniform,mixed,fixed_hash,20260912T090036464007Z-s12007-G-98cdc4ec,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3046.343499,2316.343496699294,11581.71748349647,112,560,107,39,24,1,True,,4.2036656999989646,253.86195825000001,b86e372656266059655318a0d78412a33495e50853782e3e3176ca6f4fc14972,20ae145805c2c0d2c5bb741813fe470bf8ecdc3b449c27302c00d01c9f88c418
explore0.1,12006,uniform,mixed,fixed_hash,20260912T090034209128Z-s12006-G-39acd424,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,16,16,1.0,3167.556452,2257.5564529498574,11287.782264749287,139,695,129,54,32,2,True,,6.903388000006089,197.97227825,004427724a1a9f2a847adf3a87d1dc1866cf90a470988a3b93c90d17951576ce,7e161111f29d5785f32990ad5f9bda9d2be301525d18d6d9db875d97f8c90b2b
explore0.25,12006,uniform,mixed,fixed_hash,20260912T090034710736Z-s12006-G-d1079f70,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,16,16,1.0,3016.299769,2253.299771225213,11266.498856126065,114,570,107,54,32,2,True,,6.610954099989613,188.5187355625,7462fef71843a794d2eac758ffaece3e7d8985da98245168af10cec8a5d01a85,7e161111f29d5785f32990ad5f9bda9d2be301525d18d6d9db875d97f8c90b2b
explore0.4,12006,uniform,mixed,fixed_hash,20260912T090034879587Z-s12006-G-718b6cdd,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,16,16,1.0,3051.624442,2323.6244434079335,11618.122217039669,108,540,99,57,32,3,True,,6.782621099991957,190.726527625,99d767430e43bd7bfe6507332c1b92f7f4c31b513bcae59705b6b0494939fcfb,7e161111f29d5785f32990ad5f9bda9d2be301525d18d6d9db875d97f8c90b2b
intermediate,12006,uniform,mixed,fixed_hash,20260912T090035588469Z-s12006-G-5b290faf,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,16,16,1.0,3257.261444,2491.261445847324,12456.30722923662,115,575,105,54,32,2,True,,7.201189600004,203.57884025,8c161c6030e5d1ce11488c0af11b5dd0314795d09811c0cf614b59fac5e7b2cf,7e161111f29d5785f32990ad5f9bda9d2be301525d18d6d9db875d97f8c90b2b
tight_shared,12006,uniform,mixed,fixed_hash,20260912T090035707588Z-s12006-G-72f29249,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,5f28316e3eb177fac0762917090bf305f39346b742ed5b1250d5925d8cbad870,16,16,1.0,3244.834828,2512.834828574636,12564.17414287318,109,545,98,57,32,3,True,,7.301028200003202,202.80217675,6e84d03ae2684f508fde06167a2f1c0349e16393abbab0fa8911111ae217541d,7e161111f29d5785f32990ad5f9bda9d2be301525d18d6d9db875d97f8c90b2b
no_commit,12006,uniform,mixed,fixed_hash,20260912T090036300779Z-s12006-G-2373cbf9,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,406d2c64289051b3c073155c29c269de2b145c4eba8d1b8206e6fc64617b0fe6,16,16,1.0,3265.460369,2499.460369539812,12497.301847699058,115,575,105,54,32,2,True,,7.634017000003951,204.0912730625,59cd3e5ba151647232602dcd2c2b14dd3b67048e1b8fd6127a9a80106971989a,7e161111f29d5785f32990ad5f9bda9d2be301525d18d6d9db875d97f8c90b2b
direct_balanced,12007,uniform,mixed,fixed_hash,20260912T090040630576Z-s12007-G-61a7516f,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3080.868252,2343.8682535313765,11719.341267656882,113,565,109,39,24,1,True,,5.077763399996911,256.73902100000004,bbd4ba60ca232b752b9bbe04e37df95c81d0442c6765b7643ddcb37059cdb7f8,20ae145805c2c0d2c5bb741813fe470bf8ecdc3b449c27302c00d01c9f88c418
