variant,seed,scenario,reception,error_mode,run_id,strategy_hash,parameter_hash,clear_count,jammer_count,clear_ratio,total_time,move_time,move_distance,RF_detection_count,RF_detection_time,channel_switch_time,optical_time,clear_time,optical_failed_count,completion_proved,client_error,measured_program_wall_time_s,average_localization_clear_time_s_per_source,variant_hash,scene_hash
explore0.1,12007,uniform,mixed,fixed_hash,20260912T090040875222Z-s12007-G-439c6121,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3342.621723,2226.6217208195726,11133.108604097863,177,885,171,36,24,0,True,,5.536356199998409,278.55181025,004427724a1a9f2a847adf3a87d1dc1866cf90a470988a3b93c90d17951576ce,20ae145805c2c0d2c5bb741813fe470bf8ecdc3b449c27302c00d01c9f88c418
explore0.25,12007,uniform,mixed,fixed_hash,20260912T090041310071Z-s12007-G-9e600013,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3175.868252,2343.8682535313765,11719.341267656882,129,645,124,39,24,1,True,,5.382794000004651,264.65568766666667,7462fef71843a794d2eac758ffaece3e7d8985da98245168af10cec8a5d01a85,20ae145805c2c0d2c5bb741813fe470bf8ecdc3b449c27302c00d01c9f88c418
explore0.4,12007,uniform,mixed,fixed_hash,20260912T090041553098Z-s12007-G-276c61c3,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3174.868252,2343.8682535313765,11719.341267656882,129,645,123,39,24,1,True,,5.215336400011438,264.57235433333335,99d767430e43bd7bfe6507332c1b92f7f4c31b513bcae59705b6b0494939fcfb,20ae145805c2c0d2c5bb741813fe470bf8ecdc3b449c27302c00d01c9f88c418
intermediate,12007,uniform,mixed,fixed_hash,20260912T090041878496Z-s12007-G-d5cc92d4,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3081.5786,2331.5786019948387,11657.893009974194,115,575,112,39,24,1,True,,5.291317000010167,256.79821666666663,8c161c6030e5d1ce11488c0af11b5dd0314795d09811c0cf614b59fac5e7b2cf,20ae145805c2c0d2c5bb741813fe470bf8ecdc3b449c27302c00d01c9f88c418
no_commit,12007,uniform,mixed,fixed_hash,20260912T090043201516Z-s12007-G-feb7a220,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,406d2c64289051b3c073155c29c269de2b145c4eba8d1b8206e6fc64617b0fe6,12,12,1.0,3086.5786,2331.5786019948387,11657.893009974194,116,580,112,39,24,1,True,,5.484437100007199,257.2148833333333,59cd3e5ba151647232602dcd2c2b14dd3b67048e1b8fd6127a9a80106971989a,20ae145805c2c0d2c5bb741813fe470bf8ecdc3b449c27302c00d01c9f88c418
G,12008,uniform,mixed,fixed_hash,20260912T090044134384Z-s12008-G-18cf3c82,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,2905.373776,2132.3737780191627,10661.868890095813,121,605,113,33,22,0,True,,4.904783799996949,264.1248887272727,b86e372656266059655318a0d78412a33495e50853782e3e3176ca6f4fc14972,4926f9364c39c2ec4a39426bfc369ff9e213ac8b451d7aada54e34cae95251b2
tight_shared,12007,uniform,mixed,fixed_hash,20260912T090042987440Z-s12007-G-454639bc,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,5f28316e3eb177fac0762917090bf305f39346b742ed5b1250d5925d8cbad870,12,12,1.0,3096.74385,2371.743850584392,11858.719252921961,111,555,107,39,24,1,True,,6.154714999996941,258.0619875,6e84d03ae2684f508fde06167a2f1c0349e16393abbab0fa8911111ae217541d,20ae145805c2c0d2c5bb741813fe470bf8ecdc3b449c27302c00d01c9f88c418
direct_balanced,12008,uniform,mixed,fixed_hash,20260912T090045928413Z-s12008-G-6a42d419,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,2842.692146,2074.6921438229037,10373.460719114519,120,600,113,33,22,0,True,,5.05438879999565,258.4265587272727,bbd4ba60ca232b752b9bbe04e37df95c81d0442c6765b7643ddcb37059cdb7f8,4926f9364c39c2ec4a39426bfc369ff9e213ac8b451d7aada54e34cae95251b2
intermediate,12008,uniform,mixed,fixed_hash,20260912T090047388387Z-s12008-G-ae88d904,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,2840.863391,2072.8633896091487,10364.316948045744,120,600,113,33,22,0,True,,5.147771600008127,258.2603082727273,8c161c6030e5d1ce11488c0af11b5dd0314795d09811c0cf614b59fac5e7b2cf,4926f9364c39c2ec4a39426bfc369ff9e213ac8b451d7aada54e34cae95251b2
explore0.25,12008,uniform,mixed,fixed_hash,20260912T090046915713Z-s12008-G-2f0653aa,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,3011.528881,2004.5288806040785,10022.644403020393,160,800,152,33,22,0,True,,6.882962399991811,273.77535281818183,7462fef71843a794d2eac758ffaece3e7d8985da98245168af10cec8a5d01a85,4926f9364c39c2ec4a39426bfc369ff9e213ac8b451d7aada54e34cae95251b2
G,12009,uniform,mixed,fixed_hash,20260912T090049374110Z-s12009-G-0a4e9d9f,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,13,13,1.0,3025.893651,2290.89365320891,11454.46826604455,112,560,107,42,26,1,True,,4.436223099997733,232.76105007692306,b86e372656266059655318a0d78412a33495e50853782e3e3176ca6f4fc14972,98cf6f4204439a54628353d211d44ffee766408f15a2a2c4fce389744ac9dd49
tight_shared,12008,uniform,mixed,fixed_hash,20260912T090048900615Z-s12008-G-42ba5b9a,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,5f28316e3eb177fac0762917090bf305f39346b742ed5b1250d5925d8cbad870,11,11,1.0,2834.594199,2067.5941989966755,10337.970994983378,120,600,112,33,22,0,True,,5.533349499994074,257.6903817272727,6e84d03ae2684f508fde06167a2f1c0349e16393abbab0fa8911111ae217541d,4926f9364c39c2ec4a39426bfc369ff9e213ac8b451d7aada54e34cae95251b2
no_commit,12008,uniform,mixed,fixed_hash,20260912T090049259780Z-s12008-G-ea415d1f,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,406d2c64289051b3c073155c29c269de2b145c4eba8d1b8206e6fc64617b0fe6,11,11,1.0,2853.619416,2085.6194132513765,10428.097066256882,120,600,113,33,22,0,True,,5.195086700012325,259.4199469090909,59cd3e5ba151647232602dcd2c2b14dd3b67048e1b8fd6127a9a80106971989a,4926f9364c39c2ec4a39426bfc369ff9e213ac8b451d7aada54e34cae95251b2
explore0.1,12008,uniform,mixed,fixed_hash,20260912T090046648132Z-s12008-G-dd30d62e,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,3372.179613,1967.1796112817726,9835.898056408863,227,1135,215,33,22,0,True,,7.910437400001683,306.561783,004427724a1a9f2a847adf3a87d1dc1866cf90a470988a3b93c90d17951576ce,4926f9364c39c2ec4a39426bfc369ff9e213ac8b451d7aada54e34cae95251b2
explore0.4,12008,uniform,mixed,fixed_hash,20260912T090046989844Z-s12008-G-45dd9944,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,3050.26037,1990.2603702285355,9951.301851142678,169,845,160,33,22,0,True,,7.713264700010768,277.2963972727273,99d767430e43bd7bfe6507332c1b92f7f4c31b513bcae59705b6b0494939fcfb,4926f9364c39c2ec4a39426bfc369ff9e213ac8b451d7aada54e34cae95251b2
direct_balanced,12009,uniform,mixed,fixed_hash,20260912T090051200718Z-s12009-G-fb11135b,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,13,13,1.0,3021.021613,2287.0216112003754,11435.108056001876,112,560,106,42,26,1,True,,5.028288300003624,232.3862779230769,bbd4ba60ca232b752b9bbe04e37df95c81d0442c6765b7643ddcb37059cdb7f8,98cf6f4204439a54628353d211d44ffee766408f15a2a2c4fce389744ac9dd49
explore0.4,12009,uniform,mixed,fixed_hash,20260912T090054047216Z-s12009-G-789996c5,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,13,13,1.0,3012.212368,2135.212367134212,10676.06183567106,136,680,129,42,26,1,True,,5.282443500007503,231.7086436923077,99d767430e43bd7bfe6507332c1b92f7f4c31b513bcae59705b6b0494939fcfb,98cf6f4204439a54628353d211d44ffee766408f15a2a2c4fce389744ac9dd49
tight_shared,12009,uniform,mixed,fixed_hash,20260912T090054687167Z-s12009-G-4ed45669,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,5f28316e3eb177fac0762917090bf305f39346b742ed5b1250d5925d8cbad870,13,13,1.0,3015.021613,2287.0216112003754,11435.108056001876,111,555,105,42,26,1,True,,5.322018300008494,231.92473946153845,6e84d03ae2684f508fde06167a2f1c0349e16393abbab0fa8911111ae217541d,98cf6f4204439a54628353d211d44ffee766408f15a2a2c4fce389744ac9dd49
G,12010,uniform,mixed,fixed_hash,20260912T090054927111Z-s12010-G-eb3defd0,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,2697.183283,2041.1832841498642,10205.916420749321,98,490,93,45,28,1,True,,5.121776200001477,192.6559487857143,b86e372656266059655318a0d78412a33495e50853782e3e3176ca6f4fc14972,44fdcc6fc50b5f41fddfa5128933eaa99aafe84e61df3864b72ec9b558ea51fb
intermediate,12009,uniform,mixed,fixed_hash,20260912T090054652233Z-s12009-G-9960ddd1,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,13,13,1.0,3049.158865,2285.1588642249108,11425.794321124555,117,585,111,42,26,1,True,,5.374500799996895,234.55068192307692,8c161c6030e5d1ce11488c0af11b5dd0314795d09811c0cf614b59fac5e7b2cf,98cf6f4204439a54628353d211d44ffee766408f15a2a2c4fce389744ac9dd49
explore0.25,12009,uniform,mixed,fixed_hash,20260912T090054029851Z-s12009-G-dc5c7270,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,13,13,1.0,3051.814779,2119.814778486183,10599.073892430915,145,725,139,42,26,1,True,,6.03588330000639,234.75498299999998,7462fef71843a794d2eac758ffaece3e7d8985da98245168af10cec8a5d01a85,98cf6f4204439a54628353d211d44ffee766408f15a2a2c4fce389744ac9dd49
explore0.1,12009,uniform,mixed,fixed_hash,20260912T090052759388Z-s12009-G-448730c3,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,13,13,1.0,3226.413533,2126.413533402417,10632.067667012087,173,865,167,42,26,1,True,,7.333942500001285,248.18565638461538,004427724a1a9f2a847adf3a87d1dc1866cf90a470988a3b93c90d17951576ce,98cf6f4204439a54628353d211d44ffee766408f15a2a2c4fce389744ac9dd49
no_commit,12009,uniform,mixed,fixed_hash,20260912T090054821879Z-s12009-G-f0dfdac6,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,406d2c64289051b3c073155c29c269de2b145c4eba8d1b8206e6fc64617b0fe6,13,13,1.0,3034.602063,2289.6020624493476,11448.010312246737,114,570,107,42,26,1,True,,5.42802190000657,233.43092792307692,59cd3e5ba151647232602dcd2c2b14dd3b67048e1b8fd6127a9a80106971989a,98cf6f4204439a54628353d211d44ffee766408f15a2a2c4fce389744ac9dd49
direct_balanced,12010,uniform,mixed,fixed_hash,20260912T090056450404Z-s12010-G-8c068d74,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,2694.212935,2033.212937887173,10166.064689435865,99,495,93,45,28,1,True,,5.501145300004282,192.44378107142856,bbd4ba60ca232b752b9bbe04e37df95c81d0442c6765b7643ddcb37059cdb7f8,44fdcc6fc50b5f41fddfa5128933eaa99aafe84e61df3864b72ec9b558ea51fb
explore0.1,12010,uniform,mixed,fixed_hash,20260912T090059556430Z-s12010-G-b2ceae5e,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,2889.103843,1957.1038429205207,9785.519214602604,144,720,139,45,28,1,True,,5.690843499993207,206.36456021428572,004427724a1a9f2a847adf3a87d1dc1866cf90a470988a3b93c90d17951576ce,44fdcc6fc50b5f41fddfa5128933eaa99aafe84e61df3864b72ec9b558ea51fb
intermediate,12010,uniform,mixed,fixed_hash,20260912T090100287542Z-s12010-G-546dd14a,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,2714.087662,2042.0876629246886,10210.438314623443,100,500,96,48,28,2,True,,5.1075533000112046,193.8634044285714,8c161c6030e5d1ce11488c0af11b5dd0314795d09811c0cf614b59fac5e7b2cf,44fdcc6fc50b5f41fddfa5128933eaa99aafe84e61df3864b72ec9b558ea51fb
tight_shared,12010,uniform,mixed,fixed_hash,20260912T090100305955Z-s12010-G-5e3c756f,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,5f28316e3eb177fac0762917090bf305f39346b742ed5b1250d5925d8cbad870,14,14,1.0,2675.171115,2032.1711147276721,10160.85557363836,96,480,90,45,28,1,True,,5.223472500001662,191.0836510714286,6e84d03ae2684f508fde06167a2f1c0349e16393abbab0fa8911111ae217541d,44fdcc6fc50b5f41fddfa5128933eaa99aafe84e61df3864b72ec9b558ea51fb
no_commit,12010,uniform,mixed,fixed_hash,20260912T090100354379Z-s12010-G-72c97cd8,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,406d2c64289051b3c073155c29c269de2b145c4eba8d1b8206e6fc64617b0fe6,14,14,1.0,2714.087662,2042.0876629246886,10210.438314623443,100,500,96,48,28,2,True,,5.319577300004312,193.8634044285714,59cd3e5ba151647232602dcd2c2b14dd3b67048e1b8fd6127a9a80106971989a,44fdcc6fc50b5f41fddfa5128933eaa99aafe84e61df3864b72ec9b558ea51fb
G,12011,uniform,mixed,fixed_hash,20260912T090100461575Z-s12011-G-3421e4de,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3120.721587,2462.721587527568,12313.60793763784,100,500,88,42,28,0,True,,5.325170700001763,222.90868478571429,b86e372656266059655318a0d78412a33495e50853782e3e3176ca6f4fc14972,6176d8ae3d9a18f1f102bdcf699e2dd0b22f93831ce5b37f8f6ce90372034329
explore0.25,12010,uniform,mixed,fixed_hash,20260912T090100279600Z-s12010-G-0bd9f40b,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,2720.333435,1982.3334371180747,9911.667185590373,112,560,105,45,28,1,True,,5.605998500002897,194.30953107142858,7462fef71843a794d2eac758ffaece3e7d8985da98245168af10cec8a5d01a85,44fdcc6fc50b5f41fddfa5128933eaa99aafe84e61df3864b72ec9b558ea51fb
explore0.4,12010,uniform,mixed,fixed_hash,20260912T090100279600Z-s12010-G-68b14265,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,2722.385219,1986.385221384256,9931.92610692128,112,560,103,45,28,1,True,,5.835122599994065,194.45608707142856,99d767430e43bd7bfe6507332c1b92f7f4c31b513bcae59705b6b0494939fcfb,44fdcc6fc50b5f41fddfa5128933eaa99aafe84e61df3864b72ec9b558ea51fb
direct_balanced,12011,uniform,mixed,fixed_hash,20260912T090102166077Z-s12011-G-12cbaa02,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3139.674597,2481.6745976419597,12408.372988209798,100,500,88,42,28,0,True,,5.964377299998887,224.26247121428574,bbd4ba60ca232b752b9bbe04e37df95c81d0442c6765b7643ddcb37059cdb7f8,6176d8ae3d9a18f1f102bdcf699e2dd0b22f93831ce5b37f8f6ce90372034329
G,12012,uniform,mixed,fixed_hash,20260912T090106350569Z-s12012-G-e1b41c04,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,2710.648896,1986.648893109325,9933.244465546624,112,560,106,36,22,1,True,,4.908689799995045,246.42262690909092,b86e372656266059655318a0d78412a33495e50853782e3e3176ca6f4fc14972,81420ab306483582309e71cd4f9dd5754c01d1d3b3f743c6de7caa6a06c5c387
explore0.4,12011,uniform,mixed,fixed_hash,20260912T090105744766Z-s12011-G-aed9aaf1,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3174.674597,2481.6745976419597,12408.372988209798,106,530,93,42,28,0,True,,6.0735790000035195,226.76247121428574,99d767430e43bd7bfe6507332c1b92f7f4c31b513bcae59705b6b0494939fcfb,6176d8ae3d9a18f1f102bdcf699e2dd0b22f93831ce5b37f8f6ce90372034329
explore0.25,12011,uniform,mixed,fixed_hash,20260912T090105622503Z-s12011-G-3560819e,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3225.612242,2467.6122431734007,12338.061215867003,117,585,103,42,28,0,True,,6.284995099995285,230.40087442857143,7462fef71843a794d2eac758ffaece3e7d8985da98245168af10cec8a5d01a85,6176d8ae3d9a18f1f102bdcf699e2dd0b22f93831ce5b37f8f6ce90372034329
no_commit,12011,uniform,mixed,fixed_hash,20260912T090106111685Z-s12011-G-70fea720,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,406d2c64289051b3c073155c29c269de2b145c4eba8d1b8206e6fc64617b0fe6,14,14,1.0,2882.597643,2115.597644850698,10577.988224253491,117,585,112,42,28,0,True,,5.921281999995699,205.89983164285715,59cd3e5ba151647232602dcd2c2b14dd3b67048e1b8fd6127a9a80106971989a,6176d8ae3d9a18f1f102bdcf699e2dd0b22f93831ce5b37f8f6ce90372034329
tight_shared,12011,uniform,mixed,fixed_hash,20260912T090105972078Z-s12011-G-71546de3,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,5f28316e3eb177fac0762917090bf305f39346b742ed5b1250d5925d8cbad870,14,14,1.0,3114.717702,2467.717702451657,12338.588512258284,98,490,87,42,28,0,True,,6.1245813999994425,222.47983585714286,6e84d03ae2684f508fde06167a2f1c0349e16393abbab0fa8911111ae217541d,6176d8ae3d9a18f1f102bdcf699e2dd0b22f93831ce5b37f8f6ce90372034329
intermediate,12011,uniform,mixed,fixed_hash,20260912T090105893930Z-s12011-G-2b53888c,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3168.440161,2485.4401606594097,12427.200803297048,104,520,93,42,28,0,True,,6.449207599987858,226.31715435714287,8c161c6030e5d1ce11488c0af11b5dd0314795d09811c0cf614b59fac5e7b2cf,6176d8ae3d9a18f1f102bdcf699e2dd0b22f93831ce5b37f8f6ce90372034329
direct_balanced,12012,uniform,mixed,fixed_hash,20260912T090108362704Z-s12012-G-5e5915c4,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,2696.705353,1972.705350773218,9863.52675386609,112,560,106,36,22,1,True,,5.071689699994749,245.1550320909091,bbd4ba60ca232b752b9bbe04e37df95c81d0442c6765b7643ddcb37059cdb7f8,81420ab306483582309e71cd4f9dd5754c01d1d3b3f743c6de7caa6a06c5c387
explore0.1,12011,uniform,mixed,fixed_hash,20260912T090105474831Z-s12011-G-5cc22ccf,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3219.103976,2148.103976194056,10740.51988097028,168,840,158,45,28,1,True,,8.593232400002307,229.93599828571428,004427724a1a9f2a847adf3a87d1dc1866cf90a470988a3b93c90d17951576ce,6176d8ae3d9a18f1f102bdcf699e2dd0b22f93831ce5b37f8f6ce90372034329
explore0.25,12012,uniform,mixed,fixed_hash,20260912T090112044459Z-s12012-G-a847d493,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,2790.963906,2013.9639028605402,10069.8195143027,121,605,114,36,22,1,True,,5.125754999986384,253.72399145454546,7462fef71843a794d2eac758ffaece3e7d8985da98245168af10cec8a5d01a85,81420ab306483582309e71cd4f9dd5754c01d1d3b3f743c6de7caa6a06c5c387
G,12013,uniform,mixed,fixed_hash,20260912T090113670625Z-s12013-G-f258d995,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,10,10,1.0,2681.474089,2029.4740856796234,10147.370428398117,101,505,97,30,20,0,True,,3.541608700004872,268.14740889999996,b86e372656266059655318a0d78412a33495e50853782e3e3176ca6f4fc14972,e4b6640929d420331df58465a2cc0fcda335cb25cdb579bbee96f42113586e22
explore0.4,12012,uniform,mixed,fixed_hash,20260912T090112124708Z-s12012-G-08e40ca8,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,2746.560892,1968.5608884815351,9842.804442407676,121,605,115,36,22,1,True,,5.094518999991124,249.6873538181818,99d767430e43bd7bfe6507332c1b92f7f4c31b513bcae59705b6b0494939fcfb,81420ab306483582309e71cd4f9dd5754c01d1d3b3f743c6de7caa6a06c5c387
tight_shared,12012,uniform,mixed,fixed_hash,20260912T090112312331Z-s12012-G-6f094f99,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,5f28316e3eb177fac0762917090bf305f39346b742ed5b1250d5925d8cbad870,11,11,1.0,2693.349166,1975.3491641016342,9876.745820508171,111,555,105,36,22,1,True,,5.162403800000902,244.84992418181818,6e84d03ae2684f508fde06167a2f1c0349e16393abbab0fa8911111ae217541d,81420ab306483582309e71cd4f9dd5754c01d1d3b3f743c6de7caa6a06c5c387
intermediate,12012,uniform,mixed,fixed_hash,20260912T090112247730Z-s12012-G-cf95ac0d,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,2707.6745,1976.6744997808105,9883.372498904053,114,570,106,33,22,0,True,,5.499218400000245,246.1522272727273,8c161c6030e5d1ce11488c0af11b5dd0314795d09811c0cf614b59fac5e7b2cf,81420ab306483582309e71cd4f9dd5754c01d1d3b3f743c6de7caa6a06c5c387
explore0.1,12012,uniform,mixed,fixed_hash,20260912T090111480953Z-s12012-G-c909964a,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,3104.580586,1949.580586125571,9747.902930627855,184,920,177,36,22,1,True,,6.462025499989977,282.2345987272727,004427724a1a9f2a847adf3a87d1dc1866cf90a470988a3b93c90d17951576ce,81420ab306483582309e71cd4f9dd5754c01d1d3b3f743c6de7caa6a06c5c387
no_commit,12012,uniform,mixed,fixed_hash,20260912T090112544741Z-s12012-G-12d82465,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,406d2c64289051b3c073155c29c269de2b145c4eba8d1b8206e6fc64617b0fe6,11,11,1.0,2718.497268,1987.497269226185,9937.486346130925,114,570,106,33,22,0,True,,6.0566462999995565,247.13611527272727,59cd3e5ba151647232602dcd2c2b14dd3b67048e1b8fd6127a9a80106971989a,81420ab306483582309e71cd4f9dd5754c01d1d3b3f743c6de7caa6a06c5c387
direct_balanced,12013,uniform,mixed,fixed_hash,20260912T090114283457Z-s12013-G-d1a9024e,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,10,10,1.0,2656.32965,2009.3296480684464,10046.648240342232,101,505,92,30,20,0,True,,4.7288068999914685,265.632965,bbd4ba60ca232b752b9bbe04e37df95c81d0442c6765b7643ddcb37059cdb7f8,e4b6640929d420331df58465a2cc0fcda335cb25cdb579bbee96f42113586e22
intermediate,12013,uniform,mixed,fixed_hash,20260912T090117684300Z-s12013-G-6d9cc571,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,10,10,1.0,2594.22532,1887.225318628502,9436.12659314251,110,550,107,30,20,0,True,,3.991088899987517,259.422532,8c161c6030e5d1ce11488c0af11b5dd0314795d09811c0cf614b59fac5e7b2cf,e4b6640929d420331df58465a2cc0fcda335cb25cdb579bbee96f42113586e22
explore0.1,12013,uniform,mixed,fixed_hash,20260912T090117415113Z-s12013-G-eb83ee93,9ce494b264cc886891dcca475ab649a02a3c1b9ede0a087b25a481904d274603,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,10,10,1.0,2844.937322,1872.9373196686606,9364.686598343304,155,775,147,30,20,0,True,,4.640905599997495,284.4937322,004427724a1a9f2a847adf3a87d1dc1866cf90a470988a3b93c90d17951576ce,e4b6640929d420331df58465a2cc0fcda335cb25cdb579bbee96f42113586e22
