seed,variant,run_id,all_success,clear_count,engine_source_count,total_time,mean_time_per_source,no_signal_count,optical_failed_count,fallback_count,policy_wall_time_s,client_error
430013,E_combo,20260912T101733859587Z-6e4cacda,True,10,10,6717.264043,671.7264043,344,0,0,8.852244800000335,
430013,H0,20260912T101733856889Z-59f2ba97,True,10,10,7733.241175,773.3241175,341,0,0,7.518385699993814,
430014,E_combo,20260912T101733861112Z-1b88e639,True,10,10,7395.929167,739.5929167,364,0,0,10.042290799989132,
430014,H0,20260912T101733847889Z-6efd673d,True,10,10,9126.977833,912.6977833000001,375,0,0,8.816764699993655,
