RF_detection_count,RF_detection_time,audit_errors,audit_pass,average_localization_clear_time_s_per_source,channel_switch_time,clear_count,clear_ratio,clear_time,client_error,completion_proved,error_mode,experimental_events,jammer_count,kind,measured_program_wall_time_s,move_distance,move_time,optical_failed_count,optical_time,parameter_hash,reception,region_checks,run_id,scenario,scene_hash,seed,strategy_hash,total_time,variant,variant_hash
109,545,,True,265.17989545454543,104,11,1.0,22,,True,fixed_hash,0,11,Gplus,3.5696136000042316,11064.894255368623,2212.9788510737244,0,33,3344c0c3c0c9b70bc2c9ecb9b0b1665cf3cc67c01f47d150d7a2cee978833f87,mixed,34,20260912T111606328940Z-s13001-G-f45d1578,uniform,8bebd444077bff37ce6e837d5c2311e718f3601c73b5985fc94c51356ac52601,13001,7c24799043ba3da2e8851bb26f2012f5dbe1f25e5d33bee4a9cf133179d1796d,2916.97885,Gplus,8415bde2ec5df89a72a65911c0bfd8a7d5ad306da146f80eb7207232f2cd0f4f
