seed,variant,run_id,all_success,clear_count,engine_source_count,total_time,mean_time_per_source,no_signal_count,optical_failed_count,fallback_count,policy_wall_time_s,client_error
11,E_combo,20260912T101344696504Z-995dc6ab,True,15,15,6114.73533,407.649022,187,0,0,6.09836419999192,
11,H0,20260912T101344694986Z-9cfe8760,True,15,15,7181.877061,478.79180406666666,198,0,0,5.018487499997718,
12,E_combo,20260912T101344696504Z-6e54dd59,True,11,11,5969.039476,542.6399523636363,271,0,0,6.039467700000387,
12,H0,20260912T101344694481Z-c70c94dd,True,11,11,7107.476538,646.1342307272727,266,0,0,5.46628249999776,
