variant,seed,scenario,reception,error_mode,run_id,strategy_hash,parameter_hash,clear_count,jammer_count,clear_ratio,total_time,move_time,move_distance,RF_detection_count,RF_detection_time,channel_switch_time,optical_time,clear_time,optical_failed_count,completion_proved,client_error,measured_program_wall_time_s,average_localization_clear_time_s_per_source,variant_hash,scene_hash
direct_mean,12007,uniform,mixed,fixed_hash,20260912T085754622422Z-s12007-G-5d7958b5,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3075.621792,2333.6217918033935,11668.108959016969,114,570,109,39,24,1,True,,6.128477099991869,256.301816,9f003b9613417beef1cde0108cb2216b6d0ba4c17c477b0d11de450e42cda031,20ae145805c2c0d2c5bb741813fe470bf8ecdc3b449c27302c00d01c9f88c418
direct_area,12006,uniform,mixed,fixed_hash,20260912T085749665886Z-s12006-G-cadc9a78,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,16,16,1.0,3226.270421,2502.2704214656223,12511.352107328112,109,545,99,48,32,0,True,,11.144102300007944,201.6419013125,e640f04559a4fb3de77d7238c824a92c8b74f3922659675db53f16f5dcb59f4b,7e161111f29d5785f32990ad5f9bda9d2be301525d18d6d9db875d97f8c90b2b
direct_balanced,12007,uniform,mixed,fixed_hash,20260912T085755207404Z-s12007-G-6e2382b2,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3080.868252,2343.8682535313765,11719.341267656882,113,565,109,39,24,1,True,,5.70365049999964,256.73902100000004,bbd4ba60ca232b752b9bbe04e37df95c81d0442c6765b7643ddcb37059cdb7f8,20ae145805c2c0d2c5bb741813fe470bf8ecdc3b449c27302c00d01c9f88c418
direct_optical,12007,uniform,mixed,fixed_hash,20260912T085756228079Z-s12007-G-f53646d2,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3071.405362,2338.4053603752373,11692.026801876185,112,560,107,42,24,2,True,,5.600975199995446,255.95044683333333,675dcab04d76def1d3d85131850517d77bc93571c9e9135b98926c2c93d64bb4,20ae145805c2c0d2c5bb741813fe470bf8ecdc3b449c27302c00d01c9f88c418
direct_opt80,12007,uniform,mixed,fixed_hash,20260912T085757572067Z-s12007-G-cd2cd6e7,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,46f860bff62566d2434e4546ac541f421ef4e86e3418fcd986db2b131f47c59c,12,12,1.0,3019.262475,2292.2624741373647,11461.312370686825,111,555,106,42,24,2,True,,5.337820099986857,251.60520625,42031339499960150646ef6b04f056525eaa3ab6fe95a86e838e52d2d539ff69,20ae145805c2c0d2c5bb741813fe470bf8ecdc3b449c27302c00d01c9f88c418
G,12008,uniform,mixed,fixed_hash,20260912T085758886939Z-s12008-G-1285f1f6,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,2905.373776,2132.3737780191627,10661.868890095813,121,605,113,33,22,0,True,,5.7824570999946445,264.1248887272727,b86e372656266059655318a0d78412a33495e50853782e3e3176ca6f4fc14972,4926f9364c39c2ec4a39426bfc369ff9e213ac8b451d7aada54e34cae95251b2
direct,12008,uniform,mixed,fixed_hash,20260912T085759782386Z-s12008-G-e3bd0108,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,2902.948825,2129.9488269652493,10649.744134826245,121,605,113,33,22,0,True,,6.299159500005771,263.90443863636364,b0ba069e0ddf9e450462ee36424fb4e661d9630f94a1b741599a9e43b58e8fea,4926f9364c39c2ec4a39426bfc369ff9e213ac8b451d7aada54e34cae95251b2
mean_error,12008,uniform,mixed,fixed_hash,20260912T085800977996Z-s12008-G-2ca3802a,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,2842.692146,2074.6921438229037,10373.460719114519,120,600,113,33,22,0,True,,5.3060070000065025,258.4265587272727,f8a907ee57c80b0a373d467f0ec0310128e2d0901f5869ce80429e7b19158d64,4926f9364c39c2ec4a39426bfc369ff9e213ac8b451d7aada54e34cae95251b2
direct_mean,12008,uniform,mixed,fixed_hash,20260912T085801016844Z-s12008-G-da28a6e3,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,2842.692146,2074.6921438229037,10373.460719114519,120,600,113,33,22,0,True,,5.806437999999616,258.4265587272727,9f003b9613417beef1cde0108cb2216b6d0ba4c17c477b0d11de450e42cda031,4926f9364c39c2ec4a39426bfc369ff9e213ac8b451d7aada54e34cae95251b2
direct_balanced,12008,uniform,mixed,fixed_hash,20260912T085801169046Z-s12008-G-0af3e837,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,2842.692146,2074.6921438229037,10373.460719114519,120,600,113,33,22,0,True,,6.014366500006872,258.4265587272727,bbd4ba60ca232b752b9bbe04e37df95c81d0442c6765b7643ddcb37059cdb7f8,4926f9364c39c2ec4a39426bfc369ff9e213ac8b451d7aada54e34cae95251b2
direct_optical,12008,uniform,mixed,fixed_hash,20260912T085802033568Z-s12008-G-301e3608,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,2939.627053,2166.6270535170706,10833.135267585354,121,605,113,33,22,0,True,,6.640692600005423,267.238823,675dcab04d76def1d3d85131850517d77bc93571c9e9135b98926c2c93d64bb4,4926f9364c39c2ec4a39426bfc369ff9e213ac8b451d7aada54e34cae95251b2
direct_opt80,12008,uniform,mixed,fixed_hash,20260912T085804897821Z-s12008-G-606c8662,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,46f860bff62566d2434e4546ac541f421ef4e86e3418fcd986db2b131f47c59c,11,11,1.0,2913.793305,2134.7933046732533,10673.966523366267,121,605,113,39,22,2,True,,6.048913899998297,264.89030045454547,42031339499960150646ef6b04f056525eaa3ab6fe95a86e838e52d2d539ff69,4926f9364c39c2ec4a39426bfc369ff9e213ac8b451d7aada54e34cae95251b2
G,12009,uniform,mixed,fixed_hash,20260912T085806320402Z-s12009-G-0d222fc2,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,13,13,1.0,3025.893651,2290.89365320891,11454.46826604455,112,560,107,42,26,1,True,,4.855056100001093,232.76105007692306,b86e372656266059655318a0d78412a33495e50853782e3e3176ca6f4fc14972,98cf6f4204439a54628353d211d44ffee766408f15a2a2c4fce389744ac9dd49
direct_area,12007,uniform,mixed,fixed_hash,20260912T085756785670Z-s12007-G-e64e12c6,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3060.463334,2270.4633343598352,11352.316671799177,124,620,110,36,24,0,True,,14.454288599998108,255.03861116666667,e640f04559a4fb3de77d7238c824a92c8b74f3922659675db53f16f5dcb59f4b,20ae145805c2c0d2c5bb741813fe470bf8ecdc3b449c27302c00d01c9f88c418
direct,12009,uniform,mixed,fixed_hash,20260912T085806502165Z-s12009-G-09f98dfe,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,13,13,1.0,3021.021613,2287.0216112003754,11435.108056001876,112,560,106,42,26,1,True,,5.305882000000565,232.3862779230769,b0ba069e0ddf9e450462ee36424fb4e661d9630f94a1b741599a9e43b58e8fea,98cf6f4204439a54628353d211d44ffee766408f15a2a2c4fce389744ac9dd49
mean_error,12009,uniform,mixed,fixed_hash,20260912T085807089586Z-s12009-G-85be680c,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,13,13,1.0,3025.893651,2290.89365320891,11454.46826604455,112,560,107,42,26,1,True,,4.871250700001838,232.76105007692306,f8a907ee57c80b0a373d467f0ec0310128e2d0901f5869ce80429e7b19158d64,98cf6f4204439a54628353d211d44ffee766408f15a2a2c4fce389744ac9dd49
direct_mean,12009,uniform,mixed,fixed_hash,20260912T085807390512Z-s12009-G-74fe08a5,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,13,13,1.0,3032.948337,2298.948337199412,11494.74168599706,112,560,106,42,26,1,True,,5.549855399993248,233.30371823076922,9f003b9613417beef1cde0108cb2216b6d0ba4c17c477b0d11de450e42cda031,98cf6f4204439a54628353d211d44ffee766408f15a2a2c4fce389744ac9dd49
direct_area,12008,uniform,mixed,fixed_hash,20260912T085803121742Z-s12008-G-7e670816,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,2874.509084,2063.5090862432803,10317.545431216402,128,640,113,36,22,1,True,,11.25862930000585,261.3190076363636,e640f04559a4fb3de77d7238c824a92c8b74f3922659675db53f16f5dcb59f4b,4926f9364c39c2ec4a39426bfc369ff9e213ac8b451d7aada54e34cae95251b2
direct_balanced,12009,uniform,mixed,fixed_hash,20260912T085808902916Z-s12009-G-e5a1f529,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,13,13,1.0,3021.021613,2287.0216112003754,11435.108056001876,112,560,106,42,26,1,True,,5.53721019999648,232.3862779230769,bbd4ba60ca232b752b9bbe04e37df95c81d0442c6765b7643ddcb37059cdb7f8,98cf6f4204439a54628353d211d44ffee766408f15a2a2c4fce389744ac9dd49
direct_opt80,12009,uniform,mixed,fixed_hash,20260912T085811471525Z-s12009-G-fe29a3e2,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,46f860bff62566d2434e4546ac541f421ef4e86e3418fcd986db2b131f47c59c,13,13,1.0,3038.32359,2300.3235909229847,11501.617954614923,111,555,106,51,26,4,True,,5.035683800000697,233.71719923076924,42031339499960150646ef6b04f056525eaa3ab6fe95a86e838e52d2d539ff69,98cf6f4204439a54628353d211d44ffee766408f15a2a2c4fce389744ac9dd49
direct_optical,12009,uniform,mixed,fixed_hash,20260912T085811159693Z-s12009-G-ef19cac9,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,13,13,1.0,3025.17706,2291.1770598105336,11455.885299052668,112,560,106,42,26,1,True,,5.693236000006436,232.70592769230768,675dcab04d76def1d3d85131850517d77bc93571c9e9135b98926c2c93d64bb4,98cf6f4204439a54628353d211d44ffee766408f15a2a2c4fce389744ac9dd49
G,12010,uniform,mixed,fixed_hash,20260912T085812038977Z-s12010-G-f59d836d,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,2697.183283,2041.1832841498642,10205.916420749321,98,490,93,45,28,1,True,,5.25681409999379,192.6559487857143,b86e372656266059655318a0d78412a33495e50853782e3e3176ca6f4fc14972,44fdcc6fc50b5f41fddfa5128933eaa99aafe84e61df3864b72ec9b558ea51fb
direct,12010,uniform,mixed,fixed_hash,20260912T085812195879Z-s12010-G-b75554e5,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,2694.212935,2033.212937887173,10166.064689435865,99,495,93,45,28,1,True,,6.288801400005468,192.44378107142856,b0ba069e0ddf9e450462ee36424fb4e661d9630f94a1b741599a9e43b58e8fea,44fdcc6fc50b5f41fddfa5128933eaa99aafe84e61df3864b72ec9b558ea51fb
mean_error,12010,uniform,mixed,fixed_hash,20260912T085813173058Z-s12010-G-8d9ef913,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,2697.183283,2041.1832841498642,10205.916420749321,98,490,93,45,28,1,True,,5.4675537000002805,192.6559487857143,f8a907ee57c80b0a373d467f0ec0310128e2d0901f5869ce80429e7b19158d64,44fdcc6fc50b5f41fddfa5128933eaa99aafe84e61df3864b72ec9b558ea51fb
direct_area,12009,uniform,mixed,fixed_hash,20260912T085811387710Z-s12009-G-bb7c1a51,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,13,13,1.0,3044.208116,2299.2081166842004,11496.040583421001,114,570,107,42,26,1,True,,7.708971300002304,234.16985507692306,e640f04559a4fb3de77d7238c824a92c8b74f3922659675db53f16f5dcb59f4b,98cf6f4204439a54628353d211d44ffee766408f15a2a2c4fce389744ac9dd49
direct_balanced,12010,uniform,mixed,fixed_hash,20260912T085814695628Z-s12010-G-0ff7ad2d,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,2694.212935,2033.212937887173,10166.064689435865,99,495,93,45,28,1,True,,6.051628900007927,192.44378107142856,bbd4ba60ca232b752b9bbe04e37df95c81d0442c6765b7643ddcb37059cdb7f8,44fdcc6fc50b5f41fddfa5128933eaa99aafe84e61df3864b72ec9b558ea51fb
direct_mean,12010,uniform,mixed,fixed_hash,20260912T085814611068Z-s12010-G-a6c3cb12,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,2694.212935,2033.212937887173,10166.064689435865,99,495,93,45,28,1,True,,6.250261499997578,192.44378107142856,9f003b9613417beef1cde0108cb2216b6d0ba4c17c477b0d11de450e42cda031,44fdcc6fc50b5f41fddfa5128933eaa99aafe84e61df3864b72ec9b558ea51fb
direct_optical,12010,uniform,mixed,fixed_hash,20260912T085816786076Z-s12010-G-58ae5a76,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,2699.627824,2038.6278246369652,10193.139123184827,99,495,93,45,28,1,True,,5.7742140000045765,192.83055885714288,675dcab04d76def1d3d85131850517d77bc93571c9e9135b98926c2c93d64bb4,44fdcc6fc50b5f41fddfa5128933eaa99aafe84e61df3864b72ec9b558ea51fb
direct_opt80,12010,uniform,mixed,fixed_hash,20260912T085817521558Z-s12010-G-4a227bb7,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,46f860bff62566d2434e4546ac541f421ef4e86e3418fcd986db2b131f47c59c,14,14,1.0,2700.738799,2038.738800042032,10193.69400021016,98,490,93,51,28,3,True,,5.323256599993329,192.90991421428572,42031339499960150646ef6b04f056525eaa3ab6fe95a86e838e52d2d539ff69,44fdcc6fc50b5f41fddfa5128933eaa99aafe84e61df3864b72ec9b558ea51fb
G,12011,uniform,mixed,fixed_hash,20260912T085818709172Z-s12011-G-75c59922,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3120.721587,2462.721587527568,12313.60793763784,100,500,88,42,28,0,True,,6.256469899992226,222.90868478571429,b86e372656266059655318a0d78412a33495e50853782e3e3176ca6f4fc14972,6176d8ae3d9a18f1f102bdcf699e2dd0b22f93831ce5b37f8f6ce90372034329
mean_error,12011,uniform,mixed,fixed_hash,20260912T085819301009Z-s12011-G-7e85bb07,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3085.534149,2437.534149538741,12187.670747693704,98,490,88,42,28,0,True,,5.845363399988855,220.39529635714285,f8a907ee57c80b0a373d467f0ec0310128e2d0901f5869ce80429e7b19158d64,6176d8ae3d9a18f1f102bdcf699e2dd0b22f93831ce5b37f8f6ce90372034329
direct,12011,uniform,mixed,fixed_hash,20260912T085818863340Z-s12011-G-7739e041,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3129.738123,2471.7381226336493,12358.690613168246,100,500,88,42,28,0,True,,6.801259500003653,223.55272307142857,b0ba069e0ddf9e450462ee36424fb4e661d9630f94a1b741599a9e43b58e8fea,6176d8ae3d9a18f1f102bdcf699e2dd0b22f93831ce5b37f8f6ce90372034329
direct_area,12010,uniform,mixed,fixed_hash,20260912T085817092367Z-s12010-G-4bbaefb0,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,2740.848269,2052.848268132982,10264.24134066491,104,520,95,45,28,1,True,,8.99934409999696,195.77487635714286,e640f04559a4fb3de77d7238c824a92c8b74f3922659675db53f16f5dcb59f4b,44fdcc6fc50b5f41fddfa5128933eaa99aafe84e61df3864b72ec9b558ea51fb
direct_balanced,12011,uniform,mixed,fixed_hash,20260912T085821121651Z-s12011-G-f3f21813,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3139.674597,2481.6745976419597,12408.372988209798,100,500,88,42,28,0,True,,6.768293599991011,224.26247121428574,bbd4ba60ca232b752b9bbe04e37df95c81d0442c6765b7643ddcb37059cdb7f8,6176d8ae3d9a18f1f102bdcf699e2dd0b22f93831ce5b37f8f6ce90372034329
direct_mean,12011,uniform,mixed,fixed_hash,20260912T085820990139Z-s12011-G-0d2d86c4,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3105.349935,2447.349935131676,12236.74967565838,100,500,88,42,28,0,True,,6.977637699994375,221.81070964285715,9f003b9613417beef1cde0108cb2216b6d0ba4c17c477b0d11de450e42cda031,6176d8ae3d9a18f1f102bdcf699e2dd0b22f93831ce5b37f8f6ce90372034329
direct_optical,12011,uniform,mixed,fixed_hash,20260912T085822809597Z-s12011-G-12625970,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3133.242919,2467.2429196247454,12336.214598123726,101,505,88,45,28,1,True,,6.83654169998772,223.80306564285712,675dcab04d76def1d3d85131850517d77bc93571c9e9135b98926c2c93d64bb4,6176d8ae3d9a18f1f102bdcf699e2dd0b22f93831ce5b37f8f6ce90372034329
G,12012,uniform,mixed,fixed_hash,20260912T085825349886Z-s12012-G-55948ad2,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,2710.648896,1986.648893109325,9933.244465546624,112,560,106,36,22,1,True,,5.541243100000429,246.42262690909092,b86e372656266059655318a0d78412a33495e50853782e3e3176ca6f4fc14972,81420ab306483582309e71cd4f9dd5754c01d1d3b3f743c6de7caa6a06c5c387
mean_error,12012,uniform,mixed,fixed_hash,20260912T085826319663Z-s12012-G-5779c803,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,2704.740732,1980.7407285770867,9903.703642885434,112,560,106,36,22,1,True,,5.360191300002043,245.88552109090912,f8a907ee57c80b0a373d467f0ec0310128e2d0901f5869ce80429e7b19158d64,81420ab306483582309e71cd4f9dd5754c01d1d3b3f743c6de7caa6a06c5c387
direct,12012,uniform,mixed,fixed_hash,20260912T085825867496Z-s12012-G-f15a9707,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,2696.705353,1972.705350773218,9863.52675386609,112,560,106,36,22,1,True,,5.910499899997376,245.1550320909091,b0ba069e0ddf9e450462ee36424fb4e661d9630f94a1b741599a9e43b58e8fea,81420ab306483582309e71cd4f9dd5754c01d1d3b3f743c6de7caa6a06c5c387
direct_opt80,12011,uniform,mixed,fixed_hash,20260912T085825177501Z-s12011-G-3b65c57f,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,46f860bff62566d2434e4546ac541f421ef4e86e3418fcd986db2b131f47c59c,14,14,1.0,3175.590787,2494.5907886644823,12472.95394332241,102,510,89,54,28,4,True,,6.810366600009729,226.82791335714288,42031339499960150646ef6b04f056525eaa3ab6fe95a86e838e52d2d539ff69,6176d8ae3d9a18f1f102bdcf699e2dd0b22f93831ce5b37f8f6ce90372034329
direct_mean,12012,uniform,mixed,fixed_hash,20260912T085828107155Z-s12012-G-8eed17b5,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,2690.797189,1966.79718624098,9833.9859312049,112,560,106,36,22,1,True,,6.08465229999274,244.61792627272726,9f003b9613417beef1cde0108cb2216b6d0ba4c17c477b0d11de450e42cda031,81420ab306483582309e71cd4f9dd5754c01d1d3b3f743c6de7caa6a06c5c387
direct_balanced,12012,uniform,mixed,fixed_hash,20260912T085828187387Z-s12012-G-e68cf689,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,2696.705353,1972.705350773218,9863.52675386609,112,560,106,36,22,1,True,,6.013928899992607,245.1550320909091,bbd4ba60ca232b752b9bbe04e37df95c81d0442c6765b7643ddcb37059cdb7f8,81420ab306483582309e71cd4f9dd5754c01d1d3b3f743c6de7caa6a06c5c387
direct_optical,12012,uniform,mixed,fixed_hash,20260912T085829895948Z-s12012-G-ef9103f8,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,2684.789069,1960.7890663491755,9803.945331745877,112,560,106,36,22,1,True,,6.0212460000038845,244.07173354545455,675dcab04d76def1d3d85131850517d77bc93571c9e9135b98926c2c93d64bb4,81420ab306483582309e71cd4f9dd5754c01d1d3b3f743c6de7caa6a06c5c387
G,12013,uniform,mixed,fixed_hash,20260912T085831994689Z-s12013-G-e5ea71ef,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,10,10,1.0,2681.474089,2029.4740856796234,10147.370428398117,101,505,97,30,20,0,True,,4.139945300004911,268.14740889999996,b86e372656266059655318a0d78412a33495e50853782e3e3176ca6f4fc14972,e4b6640929d420331df58465a2cc0fcda335cb25cdb579bbee96f42113586e22
direct,12013,uniform,mixed,fixed_hash,20260912T085832187316Z-s12013-G-edb61317,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,10,10,1.0,2681.474089,2029.4740856796234,10147.370428398117,101,505,97,30,20,0,True,,4.321855800008052,268.14740889999996,b0ba069e0ddf9e450462ee36424fb4e661d9630f94a1b741599a9e43b58e8fea,e4b6640929d420331df58465a2cc0fcda335cb25cdb579bbee96f42113586e22
direct_opt80,12012,uniform,mixed,fixed_hash,20260912T085831885617Z-s12012-G-669a0bd9,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,46f860bff62566d2434e4546ac541f421ef4e86e3418fcd986db2b131f47c59c,11,11,1.0,2682.502486,1960.5024834712294,9802.512417356147,111,555,106,39,22,2,True,,5.7529693999968,243.86386236363634,42031339499960150646ef6b04f056525eaa3ab6fe95a86e838e52d2d539ff69,81420ab306483582309e71cd4f9dd5754c01d1d3b3f743c6de7caa6a06c5c387
mean_error,12013,uniform,mixed,fixed_hash,20260912T085834412169Z-s12013-G-f9202dff,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,10,10,1.0,2720.642575,2056.6425749427985,10283.212874713992,103,515,99,30,20,0,True,,4.608156899994356,272.0642575,f8a907ee57c80b0a373d467f0ec0310128e2d0901f5869ce80429e7b19158d64,e4b6640929d420331df58465a2cc0fcda335cb25cdb579bbee96f42113586e22
direct_mean,12013,uniform,mixed,fixed_hash,20260912T085834442477Z-s12013-G-406aabaf,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,10,10,1.0,2720.642575,2056.6425749427985,10283.212874713992,103,515,99,30,20,0,True,,5.015990300002159,272.0642575,9f003b9613417beef1cde0108cb2216b6d0ba4c17c477b0d11de450e42cda031,e4b6640929d420331df58465a2cc0fcda335cb25cdb579bbee96f42113586e22
direct_area,12012,uniform,mixed,fixed_hash,20260912T085831089549Z-s12012-G-8471c4f2,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,11,11,1.0,2735.187636,2005.1876352919367,10025.938176459684,114,570,105,33,22,0,True,,9.363813300005859,248.65342145454545,e640f04559a4fb3de77d7238c824a92c8b74f3922659675db53f16f5dcb59f4b,81420ab306483582309e71cd4f9dd5754c01d1d3b3f743c6de7caa6a06c5c387
direct_optical,12013,uniform,mixed,fixed_hash,20260912T085836352681Z-s12013-G-ee9ba463,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,10,10,1.0,2617.88888,1975.8888770298618,9879.444385149309,100,500,92,30,20,0,True,,5.09647479999694,261.788888,675dcab04d76def1d3d85131850517d77bc93571c9e9135b98926c2c93d64bb4,e4b6640929d420331df58465a2cc0fcda335cb25cdb579bbee96f42113586e22
