variant,seed,scenario,reception,error_mode,run_id,strategy_hash,parameter_hash,clear_count,jammer_count,clear_ratio,total_time,move_time,move_distance,RF_detection_count,RF_detection_time,channel_switch_time,optical_time,clear_time,optical_failed_count,completion_proved,client_error,measured_program_wall_time_s,average_localization_clear_time_s_per_source,variant_hash,scene_hash
early_clear,12013,uniform,mixed,fixed_hash,20260912T085552921445Z-s12013-G-8a832960,4ae85ce7bdd7f49d8087a86a419350401a27de7971a5cc4ad0255d4750ca208e,500ba23ecc21810d3ac5f773055242d64c32f5f7a4a0b68a82d17484a530b795,10,10,1.0,2681.474089,2029.4740856796234,10147.370428398117,101,505,97,30,20,0,True,,4.051049099987722,268.14740889999996,2e3e1472e3a016bf1eff67b39b9d456e5c26321ec27bae159b9e9994e927ba7a,e4b6640929d420331df58465a2cc0fcda335cb25cdb579bbee96f42113586e22
defer_clear,12014,uniform,mixed,fixed_hash,20260912T085557189275Z-s12014-G-007027ac,4ae85ce7bdd7f49d8087a86a419350401a27de7971a5cc4ad0255d4750ca208e,386b04b1298ce930382bcba119518020ef12a25d97d9c834c2aaf23e8bc632bc,14,14,1.0,4214.455514,3514.455514756914,17572.27757378457,106,530,100,42,28,0,True,,4.071913499996299,301.03253671428575,619e95fe4cb1979d722082bea439f149db05516fdcaa36c9ac30e19638a023e5,121ce51846d331aba55ff1aaaa04f0a16417533cd127f1993a116902662a05f2
optical80,12014,uniform,mixed,fixed_hash,20260912T085555408813Z-s12014-G-f46767b5,4ae85ce7bdd7f49d8087a86a419350401a27de7971a5cc4ad0255d4750ca208e,46f860bff62566d2434e4546ac541f421ef4e86e3418fcd986db2b131f47c59c,14,14,1.0,3434.410467,2651.410468867442,13257.05234433721,119,595,112,48,28,2,True,,6.378473099990515,245.31503335714288,65e0355b4ecb6da1ba7de312dbf552f68625f82613dd8464d7d4bd370fee7158,121ce51846d331aba55ff1aaaa04f0a16417533cd127f1993a116902662a05f2
optical120,12014,uniform,mixed,fixed_hash,20260912T085555771985Z-s12014-G-c662bdbf,4ae85ce7bdd7f49d8087a86a419350401a27de7971a5cc4ad0255d4750ca208e,b00cde01e57a36bd297e2fa45e4e98cac574293751b4dd66538f32c6dc4f9b41,14,14,1.0,3429.517279,2640.5172804321587,13202.586402160794,119,595,112,54,28,4,True,,6.2782332000060705,244.96551992857144,f2f2382ca67aadbbc2fee50ced23074313f549a0e318fb8cab221fecfe408de2,121ce51846d331aba55ff1aaaa04f0a16417533cd127f1993a116902662a05f2
G,12014,uniform,mixed,fixed_hash,20260912T085554989247Z-s12014-G-6eb68fad,4ae85ce7bdd7f49d8087a86a419350401a27de7971a5cc4ad0255d4750ca208e,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3449.667168,2652.6671710824153,13263.335855412077,123,615,112,42,28,0,True,,7.459457600009046,246.4047977142857,b86e372656266059655318a0d78412a33495e50853782e3e3176ca6f4fc14972,121ce51846d331aba55ff1aaaa04f0a16417533cd127f1993a116902662a05f2
share_loose,12014,uniform,mixed,fixed_hash,20260912T085555844501Z-s12014-G-a070b89c,4ae85ce7bdd7f49d8087a86a419350401a27de7971a5cc4ad0255d4750ca208e,666470bd322b3828274c261ba31ee03a054a12e2443788ba31d2f221ba8cd918,14,14,1.0,3455.69196,2652.6919618871307,13263.459809435653,124,620,113,42,28,0,True,,7.466171899999608,246.83514,ce3f502b1d3611333dbda3b5496cdf59c1098043e4dcc9db5cbe45b974657491,121ce51846d331aba55ff1aaaa04f0a16417533cd127f1993a116902662a05f2
commit400,12014,uniform,mixed,fixed_hash,20260912T085555986307Z-s12014-G-33b450ae,4ae85ce7bdd7f49d8087a86a419350401a27de7971a5cc4ad0255d4750ca208e,e4f0b01669f509f4dd0f5d3941b450f90e3689dca809a6d3d8c57266da95442f,14,14,1.0,3449.667168,2652.6671710824153,13263.335855412077,123,615,112,42,28,0,True,,7.458938700001454,246.4047977142857,0204f5b869759bb0eccf1e3da3408646b9bcfcdaadae8c8da9faa2838d16a58c,121ce51846d331aba55ff1aaaa04f0a16417533cd127f1993a116902662a05f2
early_clear,12014,uniform,mixed,fixed_hash,20260912T085556956233Z-s12014-G-11669e68,4ae85ce7bdd7f49d8087a86a419350401a27de7971a5cc4ad0255d4750ca208e,500ba23ecc21810d3ac5f773055242d64c32f5f7a4a0b68a82d17484a530b795,14,14,1.0,3449.667168,2652.6671710824153,13263.335855412077,123,615,112,42,28,0,True,,7.457012500002747,246.4047977142857,2e3e1472e3a016bf1eff67b39b9d456e5c26321ec27bae159b9e9994e927ba7a,121ce51846d331aba55ff1aaaa04f0a16417533cd127f1993a116902662a05f2
commit0,12014,uniform,mixed,fixed_hash,20260912T085556360585Z-s12014-G-17789d7e,4ae85ce7bdd7f49d8087a86a419350401a27de7971a5cc4ad0255d4750ca208e,406d2c64289051b3c073155c29c269de2b145c4eba8d1b8206e6fc64617b0fe6,14,14,1.0,3425.791706,2612.791706172706,13063.95853086353,125,625,118,42,28,0,True,,9.044633199999225,244.69940757142857,90ba3e687458c75621d5338ed7ea2f176f792745b98453b1e31eb7e0d05a4092,121ce51846d331aba55ff1aaaa04f0a16417533cd127f1993a116902662a05f2
G,12015,uniform,mixed,fixed_hash,20260912T085601463502Z-s12015-G-30ecf2d2,4ae85ce7bdd7f49d8087a86a419350401a27de7971a5cc4ad0255d4750ca208e,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,13,13,1.0,2740.410541,2042.4105409582558,10212.052704791278,106,530,100,42,26,1,True,,5.326677699995344,210.80081084615387,b86e372656266059655318a0d78412a33495e50853782e3e3176ca6f4fc14972,5caab984c66661202b62e500f9abe04fe65294a869693d8ca4edc713b0fd9a72
optical80,12015,uniform,mixed,fixed_hash,20260912T085602006097Z-s12015-G-6d409972,4ae85ce7bdd7f49d8087a86a419350401a27de7971a5cc4ad0255d4750ca208e,46f860bff62566d2434e4546ac541f421ef4e86e3418fcd986db2b131f47c59c,13,13,1.0,2742.165117,2041.1651170701516,10205.825585350758,106,530,100,45,26,2,True,,5.26370890000544,210.93577823076924,65e0355b4ecb6da1ba7de312dbf552f68625f82613dd8464d7d4bd370fee7158,5caab984c66661202b62e500f9abe04fe65294a869693d8ca4edc713b0fd9a72
optical120,12015,uniform,mixed,fixed_hash,20260912T085602271319Z-s12015-G-14b4fc78,4ae85ce7bdd7f49d8087a86a419350401a27de7971a5cc4ad0255d4750ca208e,b00cde01e57a36bd297e2fa45e4e98cac574293751b4dd66538f32c6dc4f9b41,13,13,1.0,2742.165117,2041.1651170701516,10205.825585350758,106,530,100,45,26,2,True,,5.3366534000087995,210.93577823076924,f2f2382ca67aadbbc2fee50ced23074313f549a0e318fb8cab221fecfe408de2,5caab984c66661202b62e500f9abe04fe65294a869693d8ca4edc713b0fd9a72
share_loose,12015,uniform,mixed,fixed_hash,20260912T085602667556Z-s12015-G-17da14b6,4ae85ce7bdd7f49d8087a86a419350401a27de7971a5cc4ad0255d4750ca208e,666470bd322b3828274c261ba31ee03a054a12e2443788ba31d2f221ba8cd918,13,13,1.0,2752.838306,2040.838306645022,10204.19153322511,109,545,99,42,26,1,True,,5.358204200005275,211.75679276923077,ce3f502b1d3611333dbda3b5496cdf59c1098043e4dcc9db5cbe45b974657491,5caab984c66661202b62e500f9abe04fe65294a869693d8ca4edc713b0fd9a72
commit400,12015,uniform,mixed,fixed_hash,20260912T085603520349Z-s12015-G-fd50ea4f,4ae85ce7bdd7f49d8087a86a419350401a27de7971a5cc4ad0255d4750ca208e,e4f0b01669f509f4dd0f5d3941b450f90e3689dca809a6d3d8c57266da95442f,13,13,1.0,2732.708638,2034.708637336642,10173.54318668321,106,530,100,42,26,1,True,,5.2630324000056135,210.20835676923076,0204f5b869759bb0eccf1e3da3408646b9bcfcdaadae8c8da9faa2838d16a58c,5caab984c66661202b62e500f9abe04fe65294a869693d8ca4edc713b0fd9a72
commit0,12015,uniform,mixed,fixed_hash,20260912T085603705628Z-s12015-G-664889ab,4ae85ce7bdd7f49d8087a86a419350401a27de7971a5cc4ad0255d4750ca208e,406d2c64289051b3c073155c29c269de2b145c4eba8d1b8206e6fc64617b0fe6,13,13,1.0,2742.898616,2024.8986144170344,10124.493072085172,109,545,102,45,26,2,True,,5.734890799998539,210.99220123076924,90ba3e687458c75621d5338ed7ea2f176f792745b98453b1e31eb7e0d05a4092,5caab984c66661202b62e500f9abe04fe65294a869693d8ca4edc713b0fd9a72
defer_clear,12015,uniform,mixed,fixed_hash,20260912T085605624196Z-s12015-G-4175f2cf,4ae85ce7bdd7f49d8087a86a419350401a27de7971a5cc4ad0255d4750ca208e,386b04b1298ce930382bcba119518020ef12a25d97d9c834c2aaf23e8bc632bc,13,13,1.0,2810.054312,2124.0543115270875,10620.271557635439,104,520,98,42,26,1,True,,4.098893799993675,216.158024,619e95fe4cb1979d722082bea439f149db05516fdcaa36c9ac30e19638a023e5,5caab984c66661202b62e500f9abe04fe65294a869693d8ca4edc713b0fd9a72
early_clear,12015,uniform,mixed,fixed_hash,20260912T085604642538Z-s12015-G-02f36184,4ae85ce7bdd7f49d8087a86a419350401a27de7971a5cc4ad0255d4750ca208e,500ba23ecc21810d3ac5f773055242d64c32f5f7a4a0b68a82d17484a530b795,13,13,1.0,2740.410541,2042.4105409582558,10212.052704791278,106,530,100,42,26,1,True,,5.295168500000727,210.80081084615387,2e3e1472e3a016bf1eff67b39b9d456e5c26321ec27bae159b9e9994e927ba7a,5caab984c66661202b62e500f9abe04fe65294a869693d8ca4edc713b0fd9a72
G,12016,uniform,mixed,fixed_hash,20260912T085607011136Z-s12016-G-380c6974,4ae85ce7bdd7f49d8087a86a419350401a27de7971a5cc4ad0255d4750ca208e,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,16,16,1.0,2854.6674,2250.667400547697,11253.337002738484,88,440,84,48,32,0,True,,4.861006200007978,178.4167125,b86e372656266059655318a0d78412a33495e50853782e3e3176ca6f4fc14972,a961fc2d031f978a59e33b6ac39d22fa958ac0be2dcbbe28871c68e6daaf0e84
optical80,12016,uniform,mixed,fixed_hash,20260912T085607498698Z-s12016-G-4fcd824d,4ae85ce7bdd7f49d8087a86a419350401a27de7971a5cc4ad0255d4750ca208e,46f860bff62566d2434e4546ac541f421ef4e86e3418fcd986db2b131f47c59c,16,16,1.0,2837.60301,2231.603007769281,11158.015038846404,87,435,85,54,32,2,True,,4.591562400004477,177.350188125,65e0355b4ecb6da1ba7de312dbf552f68625f82613dd8464d7d4bd370fee7158,a961fc2d031f978a59e33b6ac39d22fa958ac0be2dcbbe28871c68e6daaf0e84
optical120,12016,uniform,mixed,fixed_hash,20260912T085607814186Z-s12016-G-6ab5cc79,4ae85ce7bdd7f49d8087a86a419350401a27de7971a5cc4ad0255d4750ca208e,b00cde01e57a36bd297e2fa45e4e98cac574293751b4dd66538f32c6dc4f9b41,16,16,1.0,2827.71963,2227.719628891314,11138.598144456571,86,430,84,54,32,2,True,,4.409064399995259,176.732476875,f2f2382ca67aadbbc2fee50ced23074313f549a0e318fb8cab221fecfe408de2,a961fc2d031f978a59e33b6ac39d22fa958ac0be2dcbbe28871c68e6daaf0e84
share_loose,12016,uniform,mixed,fixed_hash,20260912T085608253095Z-s12016-G-452349f9,4ae85ce7bdd7f49d8087a86a419350401a27de7971a5cc4ad0255d4750ca208e,666470bd322b3828274c261ba31ee03a054a12e2443788ba31d2f221ba8cd918,16,16,1.0,2875.635893,2241.6358915854175,11208.179457927088,93,465,89,48,32,0,True,,5.259229300005245,179.7272433125,ce3f502b1d3611333dbda3b5496cdf59c1098043e4dcc9db5cbe45b974657491,a961fc2d031f978a59e33b6ac39d22fa958ac0be2dcbbe28871c68e6daaf0e84
defer_clear,12016,uniform,mixed,fixed_hash,20260912T085610157736Z-s12016-G-fd263eaf,4ae85ce7bdd7f49d8087a86a419350401a27de7971a5cc4ad0255d4750ca208e,386b04b1298ce930382bcba119518020ef12a25d97d9c834c2aaf23e8bc632bc,16,16,1.0,3642.081543,3089.0815413655287,15445.407706827644,79,395,75,51,32,1,True,,3.642801799986046,227.6300964375,619e95fe4cb1979d722082bea439f149db05516fdcaa36c9ac30e19638a023e5,a961fc2d031f978a59e33b6ac39d22fa958ac0be2dcbbe28871c68e6daaf0e84
commit400,12016,uniform,mixed,fixed_hash,20260912T085609007799Z-s12016-G-5b81a202,4ae85ce7bdd7f49d8087a86a419350401a27de7971a5cc4ad0255d4750ca208e,e4f0b01669f509f4dd0f5d3941b450f90e3689dca809a6d3d8c57266da95442f,16,16,1.0,2928.616922,2331.6169217630477,11658.08460881524,87,435,82,48,32,0,True,,5.167182100005448,183.038557625,0204f5b869759bb0eccf1e3da3408646b9bcfcdaadae8c8da9faa2838d16a58c,a961fc2d031f978a59e33b6ac39d22fa958ac0be2dcbbe28871c68e6daaf0e84
commit0,12016,uniform,mixed,fixed_hash,20260912T085609685280Z-s12016-G-5b571038,4ae85ce7bdd7f49d8087a86a419350401a27de7971a5cc4ad0255d4750ca208e,406d2c64289051b3c073155c29c269de2b145c4eba8d1b8206e6fc64617b0fe6,16,16,1.0,2855.093593,2250.0935914001166,11250.467957000583,88,440,85,48,32,0,True,,4.913907399997697,178.4433495625,90ba3e687458c75621d5338ed7ea2f176f792745b98453b1e31eb7e0d05a4092,a961fc2d031f978a59e33b6ac39d22fa958ac0be2dcbbe28871c68e6daaf0e84
early_clear,12016,uniform,mixed,fixed_hash,20260912T085609927582Z-s12016-G-74f1de7c,4ae85ce7bdd7f49d8087a86a419350401a27de7971a5cc4ad0255d4750ca208e,500ba23ecc21810d3ac5f773055242d64c32f5f7a4a0b68a82d17484a530b795,16,16,1.0,2854.6674,2250.667400547697,11253.337002738484,88,440,84,48,32,0,True,,4.779393599994364,178.4167125,2e3e1472e3a016bf1eff67b39b9d456e5c26321ec27bae159b9e9994e927ba7a,a961fc2d031f978a59e33b6ac39d22fa958ac0be2dcbbe28871c68e6daaf0e84
