variant,seed,run_id,total_s,s_per_source,tail_after_last_clear_s,final_source_count,accepted_RF_count,RF_no_signal_count,search_dedicated_stops,search_opportunistic_stops,search_channel_measurements,unknown_channel_action_s,RF_on_absent_channels,replaced_planned_stations,shared_tests,shared_positive,optical_exclusions,strip_fallbacks,feasible_region_checks,all_regions_keep_actual_source,wall_s
frozen_E,7011,20260912T033639466435Z-s7011-E-b19ec27a,2880.417817,221.5706013076923,0.0,13,98,59,7,0,69,1149.4138223148927,49,0,0,0,0,0,0,True,6.88654719999613
frozen_E,7012,20260912T033639468484Z-s7012-E-37dc5f7f,2883.539849,180.2212405625,0.0,16,91,44,5,0,52,1201.9426910586353,23,0,0,0,0,0,0,True,6.424608700006502
frozen_E,7013,20260912T033639470542Z-s7013-E-3c4fa167,2791.406085,214.723545,0.0,13,98,61,7,0,74,1409.6280142006683,49,0,0,0,0,0,0,True,6.88135229999898
frozen_E,7014,20260912T033639471087Z-s7014-E-a6557d98,3129.722339,223.55159564285714,0.0,14,112,70,7,0,82,1167.915564338458,42,0,0,0,0,0,0,True,7.91746730000159
frozen_E,7015,20260912T033646440469Z-s7015-E-a793c8fe,2829.65398,282.965398,165.6993809999999,10,118,86,7,0,95,1260.345804330101,70,0,0,0,0,0,0,True,11.982602700001735
frozen_E,7016,20260912T033646899959Z-s7016-E-4eb53bbe,3184.157798,212.27718653333335,0.0,15,109,65,7,0,77,1175.799748667797,35,0,0,0,0,0,0,True,12.265831400000025
frozen_E,7017,20260912T033646901957Z-s7017-E-da14d3a7,2928.672659,225.2825122307692,103.85272299999997,13,106,64,7,0,77,1164.3474846233607,49,0,0,0,0,0,0,True,11.771372499999416
frozen_E,7018,20260912T033647622440Z-s7018-E-699aadb5,2777.684211,277.76842109999996,0.0,10,111,81,7,0,91,1446.4217606524105,70,0,0,0,0,0,0,True,10.904850000006263
frozen_E,7019,20260912T033659228922Z-s7019-E-86517f81,2716.457147,169.7785716875,0.0,16,86,38,4,0,49,578.5880743764864,19,0,0,0,0,0,0,True,13.264878000001772
frozen_E,7020,20260912T033659299897Z-s7020-E-62757318,3358.672422,279.8893685,0.0,12,121,80,7,0,90,1549.9146194828436,56,0,0,0,0,0,0,True,14.278281600003538
frozen_E,7021,20260912T033659301767Z-s7021-E-bbdf05a1,3528.857379,235.2571586,0.0,15,109,61,7,0,73,1059.5883608073868,35,0,0,0,0,0,0,True,14.34489740000572
frozen_E,7022,20260912T033659414939Z-s7022-E-2c5a5bd8,3041.234675,304.1234675,357.1612890000001,10,118,89,7,0,99,1645.5758847168863,70,0,0,0,0,0,0,True,14.110732299996016
negative_disks,7011,20260912T033713174935Z-s7011-F-c610f049,2868.405118,220.64654753846156,0.0,13,96,57,7,0,69,1149.4131211551362,49,0,0,0,0,0,40,True,17.06288250000216
negative_disks,7012,20260912T033713856460Z-s7012-F-0c808079,2884.899203,180.3062001875,0.0,16,94,45,6,0,55,934.6504075812074,27,0,0,0,0,0,51,True,17.51743140000326
negative_disks,7013,20260912T033713991078Z-s7013-F-e78bb826,2791.406085,214.723545,0.0,13,98,61,7,0,74,1409.6280142006683,49,0,0,0,0,0,37,True,13.575135099999898
negative_disks,7014,20260912T033714004892Z-s7014-F-adb9722d,3131.164954,223.65463957142856,0.0,14,111,70,7,0,82,1168.6369368228,42,0,0,0,0,0,43,True,23.443735599998035
negative_disks,7015,20260912T033729383398Z-s7015-F-87c19cb4,2807.051236,280.7051236,165.7326119999998,10,117,86,7,0,95,1263.1672906199703,70,0,0,0,0,0,32,True,17.158289300001343
negative_disks,7016,20260912T033731347619Z-s7016-F-c619e314,3194.417171,212.96114473333333,0.0,15,106,64,7,0,77,1175.799748667797,35,0,0,0,0,0,44,True,22.17656320000242
negative_disks,7017,20260912T033731877117Z-s7017-F-6306e512,2929.74455,225.36496538461537,103.85272299999997,13,107,64,7,0,77,1165.380933380057,49,0,0,0,0,0,43,True,22.855099799999152
negative_disks,7018,20260912T033739204485Z-s7018-F-788a03c4,2774.468367,277.4468367,0.0,10,111,81,7,0,91,1443.5251017902938,70,0,0,0,0,0,30,True,25.001269699998375
negative_disks,7019,20260912T033748183935Z-s7019-F-4236d9f3,2782.899653,173.9312283125,0.0,16,87,38,4,0,49,580.3082939712556,19,0,0,0,0,0,50,True,29.364418500001193
negative_disks,7020,20260912T033755654570Z-s7020-F-41b394d9,3353.037223,279.41976858333334,0.0,12,119,79,7,0,90,1552.5867530376627,56,0,0,0,0,0,41,True,31.828060599997116
negative_disks,7021,20260912T033756609203Z-s7021-F-d61517f3,3514.635994,234.3090662666667,0.0,15,105,59,7,0,73,1064.556616074293,35,0,0,0,0,0,47,True,29.754474699999264
negative_disks,7022,20260912T033807114632Z-s7022-F-a2b9acb2,3041.305772,304.1305772,357.1612890000001,10,118,89,7,0,99,1645.5758847168863,70,0,0,0,0,0,29,True,21.1087114999973
flex_search,7011,20260912T033819160597Z-s7011-F-c7208c39,3420.979711,263.15228546153844,229.93620499999997,13,199,161,4,15,169,1461.1067441304845,133,0,23,18,0,0,43,True,15.956053400004748
flex_search,7012,20260912T033829083631Z-s7012-F-fa24dbbb,3106.189407,194.1368379375,0.0,16,172,119,4,12,134,1338.3706719328839,63,0,30,28,0,0,55,True,11.771409400003904
flex_search,7013,20260912T033829941887Z-s7013-F-88c37f28,2993.698072,230.28446707692308,0.0,13,142,101,6,5,114,1553.598107562246,77,0,22,22,0,0,41,True,8.670208600000478
flex_search,7014,20260912T033831044308Z-s7014-F-7d8fc554,3154.277207,225.30551478571428,0.0,14,134,92,6,3,105,1195.3173712442504,54,0,15,14,0,0,43,True,10.972735299998021
flex_search,7015,20260912T033835770007Z-s7015-F-3160d6a7,2797.774393,279.7774393,165.69938100000036,10,117,86,7,0,95,1263.614116116957,70,0,12,11,0,0,32,True,8.716958899996825
flex_search,7016,20260912T033839512620Z-s7016-F-ac4cdeb4,3184.157798,212.27718653333335,0.0,15,109,65,7,0,77,1175.799748667797,35,0,20,17,0,0,47,True,10.564618299998983
flex_search,7017,20260912T033841668797Z-s7017-F-1f954d38,3252.889216,250.2222473846154,103.85272299999997,13,160,115,6,5,127,1431.5510017708589,77,0,19,18,0,0,46,True,12.988099499998498
