variant,seed,run_id,strategy_hash,parameter_hash,clear_count,jammer_count,clear_ratio,total_time,move_time,move_distance,RF_detection_time,RF_detection_count,channel_switch_time,optical_time,clear_time,optical_failed_count,completion_proved,client_error,measured_program_wall_time_s
frozen_D,6101,20260911T141213953607Z-s6101-D-1104f07b,288c6b2a65400dc5b864f7d7bf007d7701a376b6d6df6c0c475176311ccb28a4,6c7bd09d02a9f2438eb19f5e29c1cf9020529853f5bf5ea80b2f5f3696786465,16,16,1.0,4047.170319,3197.170316761928,15985.85158380964,650,130,114,54,32,2,True,,4.612389700000222
frozen_D,6102,20260911T141213955174Z-s6102-D-d74761e4,288c6b2a65400dc5b864f7d7bf007d7701a376b6d6df6c0c475176311ccb28a4,6c7bd09d02a9f2438eb19f5e29c1cf9020529853f5bf5ea80b2f5f3696786465,16,16,1.0,4094.962696,3264.9626985808777,16324.813492904388,645,129,105,48,32,0,True,,4.498813600000176
frozen_D,6103,20260911T141213955174Z-s6103-D-5e19bf57,288c6b2a65400dc5b864f7d7bf007d7701a376b6d6df6c0c475176311ccb28a4,6c7bd09d02a9f2438eb19f5e29c1cf9020529853f5bf5ea80b2f5f3696786465,16,16,1.0,2364.436795,1611.4367935539026,8057.183967769513,575,115,98,48,32,0,True,,4.095297099999698
frozen_D,6104,20260911T141213955174Z-s6104-D-7f22ece2,288c6b2a65400dc5b864f7d7bf007d7701a376b6d6df6c0c475176311ccb28a4,6c7bd09d02a9f2438eb19f5e29c1cf9020529853f5bf5ea80b2f5f3696786465,16,16,1.0,3715.420995,2947.420992051888,14737.10496025944,585,117,103,48,32,0,True,,4.127562800000305
frozen_E,6101,20260911T141218303760Z-s6101-E-34969b79,288c6b2a65400dc5b864f7d7bf007d7701a376b6d6df6c0c475176311ccb28a4,8b4b7c6ba1e6432f7700fd263f787cde467a394b93f0d424cf3927003b3c3caa,16,16,1.0,4050.185868,3201.185868292236,16005.92934146118,655,131,114,48,32,0,True,,13.314624999999978
frozen_E,6102,20260911T141218312938Z-s6102-E-38c76602,288c6b2a65400dc5b864f7d7bf007d7701a376b6d6df6c0c475176311ccb28a4,8b4b7c6ba1e6432f7700fd263f787cde467a394b93f0d424cf3927003b3c3caa,16,16,1.0,3964.2568,3192.2567996345865,15961.283998172932,585,117,107,48,32,0,True,,10.470100600000023
frozen_E,6103,20260911T141218646724Z-s6103-E-3421a09f,288c6b2a65400dc5b864f7d7bf007d7701a376b6d6df6c0c475176311ccb28a4,8b4b7c6ba1e6432f7700fd263f787cde467a394b93f0d424cf3927003b3c3caa,16,16,1.0,2213.179287,1534.1792870518238,7670.896435259119,505,101,94,48,32,0,True,,8.380131899999924
frozen_E,6104,20260911T141218788009Z-s6104-E-9b699fca,288c6b2a65400dc5b864f7d7bf007d7701a376b6d6df6c0c475176311ccb28a4,8b4b7c6ba1e6432f7700fd263f787cde467a394b93f0d424cf3927003b3c3caa,16,16,1.0,3565.670432,2820.6704328219384,14103.352164109692,560,112,105,48,32,0,True,,12.115030200000092
