variant,seed,run_id,strategy_hash,parameter_hash,clear_count,jammer_count,clear_ratio,total_time,move_time,move_distance,RF_detection_time,RF_detection_count,channel_switch_time,optical_time,clear_time,optical_failed_count,completion_proved,client_error,measured_program_wall_time_s
prune08,101,20260911T124638513250Z-s101-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,a5fc5b3391f905e11280e0a2e6af21e499bb9144d38fd5e3417424b78cf15099,16,16,1.0,3311.67573,2497.6757294258505,12488.378647129253,615,123,119,48,32,0,True,,1.606796400001258
prune08,102,20260911T124640215364Z-s102-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,a5fc5b3391f905e11280e0a2e6af21e499bb9144d38fd5e3417424b78cf15099,10,10,1.0,3349.077302,2580.0773018299433,12900.386509149717,605,121,114,30,20,0,True,,1.6513412000003882
prune08,103,20260911T124642018618Z-s103-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,a5fc5b3391f905e11280e0a2e6af21e499bb9144d38fd5e3417424b78cf15099,11,11,1.0,3822.564003,3046.564001190459,15232.820005952293,605,121,116,33,22,0,True,,2.0907784000009997
prune08,104,20260911T124644303049Z-s104-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,a5fc5b3391f905e11280e0a2e6af21e499bb9144d38fd5e3417424b78cf15099,10,10,1.0,2825.217822,1942.2178208782236,9711.089104391118,700,140,133,30,20,0,True,,2.655500299999403
prune03,101,20260911T124647163604Z-s101-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,36b6e2c1a4d072962510002a38bce321ed47206aafd71de012dc359891685d13,16,16,1.0,3223.218369,2307.218368702961,11536.091843514805,700,140,136,48,32,0,True,,2.5793715999989217
prune03,102,20260911T124649932715Z-s102-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,36b6e2c1a4d072962510002a38bce321ed47206aafd71de012dc359891685d13,10,10,1.0,3620.679111,2573.679111638415,12868.395558192076,835,167,162,30,20,0,True,,2.659736300000077
prune03,103,20260911T124652770983Z-s103-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,36b6e2c1a4d072962510002a38bce321ed47206aafd71de012dc359891685d13,11,11,1.0,4015.319309,3047.3193077866367,15236.596538933183,765,153,148,33,22,0,True,,2.1880170000004
prune03,104,20260911T124655113600Z-s104-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,36b6e2c1a4d072962510002a38bce321ed47206aafd71de012dc359891685d13,10,10,1.0,2952.217822,1942.2178208782236,9711.089104391118,805,161,155,30,20,0,True,,2.31572320000123
optical40,101,20260911T124657600788Z-s101-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,c90cd4ee85e6ac5a358e4c036a66069cc5e6cbf9c0eb2cbdc3463f5fe546768c,16,16,1.0,3202.557006,2304.5570054998125,11522.785027499063,685,137,133,48,32,0,True,,2.3586230000000796
optical40,102,20260911T124700129292Z-s102-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,c90cd4ee85e6ac5a358e4c036a66069cc5e6cbf9c0eb2cbdc3463f5fe546768c,10,10,1.0,3620.679111,2573.679111638415,12868.395558192076,835,167,162,30,20,0,True,,2.5853874999993423
optical40,103,20260911T124702907659Z-s103-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,c90cd4ee85e6ac5a358e4c036a66069cc5e6cbf9c0eb2cbdc3463f5fe546768c,11,11,1.0,3975.502881,3047.5028795673434,15237.514397836718,730,146,143,33,22,0,True,,2.2251831000012317
optical40,104,20260911T124705299465Z-s104-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,c90cd4ee85e6ac5a358e4c036a66069cc5e6cbf9c0eb2cbdc3463f5fe546768c,10,10,1.0,2916.560915,1941.5609151537615,9707.804575768807,775,155,150,30,20,0,True,,2.276411700000608
optical60,101,20260911T124707739023Z-s101-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,e250c359e5e52b79b2490bf565c4f96a818c1f0a8af6bd6f8bed875111cb532b,16,16,1.0,3206.096489,2305.0964874326237,11525.482437163118,685,137,133,51,32,1,True,,2.488312699999369
optical60,102,20260911T124710375983Z-s102-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,e250c359e5e52b79b2490bf565c4f96a818c1f0a8af6bd6f8bed875111cb532b,10,10,1.0,3515.893476,2477.893475951135,12389.467379755673,825,165,160,33,20,1,True,,2.671403199999986
optical60,103,20260911T124713220903Z-s103-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,e250c359e5e52b79b2490bf565c4f96a818c1f0a8af6bd6f8bed875111cb532b,11,11,1.0,3975.502881,3047.5028795673434,15237.514397836718,730,146,143,33,22,0,True,,2.2264947000003303
optical60,104,20260911T124715631970Z-s104-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,e250c359e5e52b79b2490bf565c4f96a818c1f0a8af6bd6f8bed875111cb532b,10,10,1.0,2908.44122,1939.4412203223935,9697.206101611968,770,154,149,30,20,0,True,,2.242234700001063
radius1200,101,20260911T124718056440Z-s101-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,bd3b86df06c1284e9cca6f420976f1b7c4beed26bff616a864979dad1c01dea1,16,16,1.0,3233.481684,2354.4816859892812,11772.408429946407,670,134,129,48,32,0,True,,2.249454100001458
radius1200,102,20260911T124720433259Z-s102-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,bd3b86df06c1284e9cca6f420976f1b7c4beed26bff616a864979dad1c01dea1,10,10,1.0,3596.58601,2622.5860093687065,13112.930046843532,775,155,149,30,20,0,True,,2.4414660000002186
radius1200,103,20260911T124723041213Z-s103-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,bd3b86df06c1284e9cca6f420976f1b7c4beed26bff616a864979dad1c01dea1,11,11,1.0,4066.145877,3123.145877037701,15615.729385188506,740,148,145,36,22,1,True,,2.223266099999819
radius1200,104,20260911T124725422163Z-s104-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,bd3b86df06c1284e9cca6f420976f1b7c4beed26bff616a864979dad1c01dea1,10,10,1.0,3054.590703,2001.590701688575,10007.953508442875,835,167,162,36,20,2,True,,2.383885100000043
radius1150,101,20260911T124727974945Z-s101-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,e855b4d12bd41fe5a33006d4ff55a86df4134d565183a6732929ad9eb1db3975,16,16,1.0,3209.03475,2327.0347499234585,11635.173749617292,670,134,132,48,32,0,True,,2.484238800001549
radius1150,102,20260911T124730632550Z-s102-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,e855b4d12bd41fe5a33006d4ff55a86df4134d565183a6732929ad9eb1db3975,10,10,1.0,3504.959754,2458.9597535290295,12294.798767645148,835,167,161,30,20,0,True,,2.7302649000012025
radius1150,103,20260911T124733526472Z-s103-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,e855b4d12bd41fe5a33006d4ff55a86df4134d565183a6732929ad9eb1db3975,11,11,1.0,3956.117682,3018.1176829744777,15090.588414872389,735,147,142,39,22,2,True,,2.239657800000714
radius1150,104,20260911T124735948194Z-s104-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,e855b4d12bd41fe5a33006d4ff55a86df4134d565183a6732929ad9eb1db3975,10,10,1.0,2897.279051,1975.279051839875,9876.395259199375,730,146,142,30,20,0,True,,2.2382985999993252
defer60,101,20260911T124738367210Z-s101-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,a704e14c595e56a501f0e93e87f55b905148f5d0c875b2891eab406534487c7a,16,16,1.0,3202.557006,2304.5570054998125,11522.785027499063,685,137,133,48,32,0,True,,2.3760953999990306
defer60,102,20260911T124740919316Z-s102-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,a704e14c595e56a501f0e93e87f55b905148f5d0c875b2891eab406534487c7a,10,10,1.0,3643.159881,2662.1598813723986,13310.799406861994,780,156,151,30,20,0,True,,2.6247163000007276
defer60,103,20260911T124743729761Z-s103-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,a704e14c595e56a501f0e93e87f55b905148f5d0c875b2891eab406534487c7a,11,11,1.0,3975.502881,3047.5028795673434,15237.514397836718,730,146,143,33,22,0,True,,2.3267190999995364
defer60,104,20260911T124746248489Z-s104-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,a704e14c595e56a501f0e93e87f55b905148f5d0c875b2891eab406534487c7a,10,10,1.0,2916.560915,1941.5609151537615,9707.804575768807,775,155,150,30,20,0,True,,2.517895999999382
early250,101,20260911T124748946642Z-s101-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,7a5813dec73f6bb8e3f3ecbed1882252b52e0499f95328e98a4a1452102f553b,16,16,1.0,3202.557006,2304.5570054998125,11522.785027499063,685,137,133,48,32,0,True,,2.459437900000921
early250,102,20260911T124751558105Z-s102-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,7a5813dec73f6bb8e3f3ecbed1882252b52e0499f95328e98a4a1452102f553b,10,10,1.0,3255.267481,2179.267481345837,10896.337406729184,860,172,166,30,20,0,True,,2.8637810000000172
early250,103,20260911T124754645957Z-s103-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,7a5813dec73f6bb8e3f3ecbed1882252b52e0499f95328e98a4a1452102f553b,11,11,1.0,3975.502881,3047.5028795673434,15237.514397836718,730,146,143,33,22,0,True,,2.328518600001189
early250,104,20260911T124757155936Z-s104-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,7a5813dec73f6bb8e3f3ecbed1882252b52e0499f95328e98a4a1452102f553b,10,10,1.0,2946.867367,1950.8673689099057,9754.336844549529,795,159,151,30,20,0,True,,2.4422844999990048
early1000,101,20260911T124759786342Z-s101-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,53728e1eecbe03bccea2e10e128a6e739b8f5c37043e359f5dde117fd15e0ce6,16,16,1.0,3056.753208,2123.7532086130514,10618.766043065258,715,143,138,48,32,0,True,,2.6957043999991583
early1000,102,20260911T124802674340Z-s102-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,53728e1eecbe03bccea2e10e128a6e739b8f5c37043e359f5dde117fd15e0ce6,10,10,1.0,3388.403221,2260.4032208755766,11302.016104377883,905,181,173,30,20,0,True,,3.0701865000010002
early1000,103,20260911T124805990375Z-s103-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,53728e1eecbe03bccea2e10e128a6e739b8f5c37043e359f5dde117fd15e0ce6,11,11,1.0,3589.000814,2451.000812307536,12255.004061537678,910,182,173,33,22,0,True,,3.131929899998795
early1000,104,20260911T124809338490Z-s104-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,53728e1eecbe03bccea2e10e128a6e739b8f5c37043e359f5dde117fd15e0ce6,10,10,1.0,3117.918586,1978.9185853283955,9894.592926641977,915,183,174,30,20,0,True,,2.8327016000002914
no_known_rf,101,20260911T124812370608Z-s101-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,6d48e08e5ff57fae3fedf7dd09d903eb8e7ed756a1ac233195eae5c238121ce9,16,16,1.0,4241.354906,3668.354905710333,18341.774528551665,425,85,68,48,32,0,True,,1.5840238000000681
no_known_rf,102,20260911T124814118794Z-s102-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,6d48e08e5ff57fae3fedf7dd09d903eb8e7ed756a1ac233195eae5c238121ce9,10,10,1.0,4140.898873,3450.8988718552296,17254.49435927615,545,109,95,30,20,0,True,,1.527028500000597
no_known_rf,103,20260911T124815829698Z-s103-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,6d48e08e5ff57fae3fedf7dd09d903eb8e7ed756a1ac233195eae5c238121ce9,11,11,1.0,4080.00334,3378.0033413675765,16890.016706837883,550,110,97,33,22,0,True,,1.5390035000000353
no_known_rf,104,20260911T124817493654Z-s104-D,9bd7bd015dafe5a937a04e394aeefc3300286ff2514d33e348c8f3e841bf825b,6d48e08e5ff57fae3fedf7dd09d903eb8e7ed756a1ac233195eae5c238121ce9,10,10,1.0,3659.496658,2997.4966611783175,14987.483305891586,520,104,92,30,20,0,True,,1.4771617999995215
