variant,seed,run_id,strategy_hash,parameter_hash,clear_count,jammer_count,clear_ratio,total_time,move_time,move_distance,RF_detection_time,RF_detection_count,channel_switch_time,optical_time,clear_time,optical_failed_count,completion_proved,client_error,measured_program_wall_time_s,average_localization_clear_time_s_per_source
frozen_F,9001,20260912T052222512055Z-s9001-F-7e0252d7,c414dd1ef0cbb4af3d727d2606e07995b66df336f6ef821a803c734673c33509,f33a4f65926491de89943fb029c6422373f1d411544b5e43f4bf0619aabe719d,14,14,1.0,3056.777577,2356.7775776967696,11783.887888483849,530,106,100,42,28,0,True,,2.730125699999917,218.3412555
frozen_F,9002,20260912T052222526360Z-s9002-F-1d11a766,c414dd1ef0cbb4af3d727d2606e07995b66df336f6ef821a803c734673c33509,f33a4f65926491de89943fb029c6422373f1d411544b5e43f4bf0619aabe719d,14,14,1.0,3419.496143,2727.4961432024934,13637.480716012467,525,105,97,42,28,0,True,,3.348635700000159,244.24972449999999
frozen_F,9003,20260912T052222541219Z-s9003-F-5e51fe0a,c414dd1ef0cbb4af3d727d2606e07995b66df336f6ef821a803c734673c33509,f33a4f65926491de89943fb029c6422373f1d411544b5e43f4bf0619aabe719d,15,15,1.0,3326.518469,2616.518471391363,13082.592356956815,535,107,100,45,30,0,True,,3.4873283000051742,221.76789793333333
frozen_F,9004,20260912T052222545920Z-s9004-F-2b25f029,c414dd1ef0cbb4af3d727d2606e07995b66df336f6ef821a803c734673c33509,f33a4f65926491de89943fb029c6422373f1d411544b5e43f4bf0619aabe719d,15,15,1.0,3195.692577,2512.692576244761,12563.462881223804,510,102,98,45,30,0,True,,3.5881308000025456,213.0461718
frozen_F,9005,20260912T052225418880Z-s9005-F-9316bc19,c414dd1ef0cbb4af3d727d2606e07995b66df336f6ef821a803c734673c33509,f33a4f65926491de89943fb029c6422373f1d411544b5e43f4bf0619aabe719d,16,16,1.0,3090.609654,2414.6096533405216,12073.048266702608,505,101,91,48,32,0,True,,4.59454310000001,193.163103375
frozen_F,9006,20260912T052226049880Z-s9006-F-439736f1,c414dd1ef0cbb4af3d727d2606e07995b66df336f6ef821a803c734673c33509,f33a4f65926491de89943fb029c6422373f1d411544b5e43f4bf0619aabe719d,12,12,1.0,2717.084635,2034.084634775983,10170.423173879915,525,105,98,36,24,0,True,,3.568471500002488,226.42371958333334
frozen_F,9007,20260912T052226213906Z-s9007-F-0198f6da,c414dd1ef0cbb4af3d727d2606e07995b66df336f6ef821a803c734673c33509,f33a4f65926491de89943fb029c6422373f1d411544b5e43f4bf0619aabe719d,10,10,1.0,2578.182496,1865.182496725815,9325.912483629076,555,111,108,30,20,0,True,,3.0927455999990343,257.8182496
frozen_F,9008,20260912T052226313718Z-s9008-F-0642bb22,c414dd1ef0cbb4af3d727d2606e07995b66df336f6ef821a803c734673c33509,f33a4f65926491de89943fb029c6422373f1d411544b5e43f4bf0619aabe719d,14,14,1.0,3434.77261,2661.772609630345,13308.863048151725,590,118,113,42,28,0,True,,5.030585000000428,245.3409007142857
frozen_F,9009,20260912T052229517938Z-s9009-F-02e146f0,c414dd1ef0cbb4af3d727d2606e07995b66df336f6ef821a803c734673c33509,f33a4f65926491de89943fb029c6422373f1d411544b5e43f4bf0619aabe719d,11,11,1.0,2943.548276,2227.548275607168,11137.741378035838,555,111,106,33,22,0,True,,3.6144970000023022,267.5952978181818
frozen_F,9010,20260912T052229851219Z-s9010-F-affb09d3,c414dd1ef0cbb4af3d727d2606e07995b66df336f6ef821a803c734673c33509,f33a4f65926491de89943fb029c6422373f1d411544b5e43f4bf0619aabe719d,16,16,1.0,3238.553602,2588.5536029550212,12942.768014775105,480,96,90,48,32,0,True,,4.49087850000069,202.409600125
