variant,seed,run_id,strategy_hash,parameter_hash,clear_count,jammer_count,clear_ratio,total_time,move_time,move_distance,RF_detection_time,RF_detection_count,channel_switch_time,optical_time,clear_time,optical_failed_count,completion_proved,client_error,measured_program_wall_time_s
baseline_B,301,20260911T125333603288Z-s301-B,8d5105213b6c83f75e5beff376c447ee48cd63596f5f2ffdb4fddcff4462b7d5,78e82d2b48d835f8d76f3ff835a109d402aa7e3cf70d48d3781a997fb2209fa1,12,12,1.0,4365.391409,3456.391405960694,17281.95702980347,715,143,134,36,24,0,True,,1.1876685000006546
baseline_B,302,20260911T125334897317Z-s302-B,8d5105213b6c83f75e5beff376c447ee48cd63596f5f2ffdb4fddcff4462b7d5,78e82d2b48d835f8d76f3ff835a109d402aa7e3cf70d48d3781a997fb2209fa1,10,10,1.0,4083.050924,3201.0509260695517,16005.254630347757,700,140,132,30,20,0,True,,1.138623099999677
baseline_B,303,20260911T125336122935Z-s303-B,8d5105213b6c83f75e5beff376c447ee48cd63596f5f2ffdb4fddcff4462b7d5,78e82d2b48d835f8d76f3ff835a109d402aa7e3cf70d48d3781a997fb2209fa1,16,16,1.0,4362.720678,3385.720679144927,16928.603395724636,755,151,142,48,32,0,True,,2.2706732000006014
baseline_B,304,20260911T125338506680Z-s304-B,8d5105213b6c83f75e5beff376c447ee48cd63596f5f2ffdb4fddcff4462b7d5,78e82d2b48d835f8d76f3ff835a109d402aa7e3cf70d48d3781a997fb2209fa1,15,15,1.0,4199.577165,3273.577163874002,16367.88581937001,715,143,136,45,30,0,True,,1.635315300000002
baseline_B,305,20260911T125340238537Z-s305-B,8d5105213b6c83f75e5beff376c447ee48cd63596f5f2ffdb4fddcff4462b7d5,78e82d2b48d835f8d76f3ff835a109d402aa7e3cf70d48d3781a997fb2209fa1,11,11,1.0,4137.021983,3201.0219843977366,16005.109921988682,740,148,141,33,22,0,True,,1.1969494999993913
baseline_B,306,20260911T125341536152Z-s306-B,8d5105213b6c83f75e5beff376c447ee48cd63596f5f2ffdb4fddcff4462b7d5,78e82d2b48d835f8d76f3ff835a109d402aa7e3cf70d48d3781a997fb2209fa1,15,15,1.0,4415.742441,3458.7424403042105,17293.71220152105,740,148,142,45,30,0,True,,1.6468027999999322
baseline_B,307,20260911T125343287791Z-s307-B,8d5105213b6c83f75e5beff376c447ee48cd63596f5f2ffdb4fddcff4462b7d5,78e82d2b48d835f8d76f3ff835a109d402aa7e3cf70d48d3781a997fb2209fa1,15,15,1.0,4614.408241,3617.4082434639845,18087.041217319922,775,155,147,45,30,0,True,,1.7121810999997251
baseline_B,308,20260911T125345099102Z-s308-B,8d5105213b6c83f75e5beff376c447ee48cd63596f5f2ffdb4fddcff4462b7d5,78e82d2b48d835f8d76f3ff835a109d402aa7e3cf70d48d3781a997fb2209fa1,13,13,1.0,4491.094849,3542.09484893516,17710.4742446758,745,149,139,39,26,0,True,,1.287719299998571
early08,301,20260911T125346485772Z-s301-D,8d5105213b6c83f75e5beff376c447ee48cd63596f5f2ffdb4fddcff4462b7d5,d6202ccbbfa2c5066ae777c9268de2aba8804516e1aa398ed709667ff8e45d09,12,12,1.0,3138.363643,2399.3636443188416,11996.818221594209,570,114,106,39,24,1,True,,1.121151600000303
early08,302,20260911T125347725840Z-s302-D,8d5105213b6c83f75e5beff376c447ee48cd63596f5f2ffdb4fddcff4462b7d5,d6202ccbbfa2c5066ae777c9268de2aba8804516e1aa398ed709667ff8e45d09,10,10,1.0,3141.18075,2284.18075057029,11420.903752851451,675,135,129,33,20,1,True,,1.1667183999998088
early08,303,20260911T125348993121Z-s303-D,8d5105213b6c83f75e5beff376c447ee48cd63596f5f2ffdb4fddcff4462b7d5,d6202ccbbfa2c5066ae777c9268de2aba8804516e1aa398ed709667ff8e45d09,16,16,1.0,3573.544211,2815.5442120102357,14077.721060051179,575,115,103,48,32,0,True,,1.238152199999604
early08,304,20260911T125350332463Z-s304-D,8d5105213b6c83f75e5beff376c447ee48cd63596f5f2ffdb4fddcff4462b7d5,d6202ccbbfa2c5066ae777c9268de2aba8804516e1aa398ed709667ff8e45d09,15,15,1.0,3148.027406,2298.027403249541,11490.137016247705,650,130,122,48,30,1,True,,1.345917399999962
early08,305,20260911T125351790073Z-s305-D,8d5105213b6c83f75e5beff376c447ee48cd63596f5f2ffdb4fddcff4462b7d5,d6202ccbbfa2c5066ae777c9268de2aba8804516e1aa398ed709667ff8e45d09,11,11,1.0,3133.682456,2208.682454664039,11043.412273320197,730,146,137,36,22,1,True,,1.281956099999661
