variant,seed,run_id,strategy_hash,parameter_hash,clear_count,jammer_count,clear_ratio,total_time,move_time,move_distance,RF_detection_time,RF_detection_count,channel_switch_time,optical_time,clear_time,optical_failed_count,completion_proved,client_error,measured_program_wall_time_s
q2_no_trial,301,20260911T125549116215Z-s301-D,187d201584825f2b3a013d99dfaefd2dd9317a454efaf0c90b8915f2dcb4b4fa,abd3838a5f09ee5ec9dd5fc06e0e2a467b16e047bd94a79aee78d158ffd2fbf7,12,12,1.0,2989.485008,2227.4850052319025,11137.425026159513,595,119,107,36,24,0,True,,1.5926975999991555
q2_no_trial,302,20260911T125550829275Z-s302-D,187d201584825f2b3a013d99dfaefd2dd9317a454efaf0c90b8915f2dcb4b4fa,abd3838a5f09ee5ec9dd5fc06e0e2a467b16e047bd94a79aee78d158ffd2fbf7,10,10,1.0,3174.149512,2259.14951128092,11295.747556404598,735,147,130,30,20,0,True,,1.8663993999998638
q2_no_trial,303,20260911T125552830555Z-s303-D,187d201584825f2b3a013d99dfaefd2dd9317a454efaf0c90b8915f2dcb4b4fa,abd3838a5f09ee5ec9dd5fc06e0e2a467b16e047bd94a79aee78d158ffd2fbf7,16,16,1.0,3126.634722,2279.6347218553574,11398.173609276788,655,131,112,48,32,0,True,,1.6755953000010777
q2_no_trial,304,20260911T125554610847Z-s304-D,187d201584825f2b3a013d99dfaefd2dd9317a454efaf0c90b8915f2dcb4b4fa,abd3838a5f09ee5ec9dd5fc06e0e2a467b16e047bd94a79aee78d158ffd2fbf7,15,15,1.0,3133.556839,2284.5568390121716,11422.784195060858,655,131,119,45,30,0,True,,1.4877458999999362
q2_no_trial,305,20260911T125556207384Z-s305-D,187d201584825f2b3a013d99dfaefd2dd9317a454efaf0c90b8915f2dcb4b4fa,abd3838a5f09ee5ec9dd5fc06e0e2a467b16e047bd94a79aee78d158ffd2fbf7,11,11,1.0,3165.248925,2196.2489249188197,10981.2446245941,775,155,139,33,22,0,True,,1.8060027999999875
q2_no_trial,306,20260911T125558124152Z-s306-D,187d201584825f2b3a013d99dfaefd2dd9317a454efaf0c90b8915f2dcb4b4fa,abd3838a5f09ee5ec9dd5fc06e0e2a467b16e047bd94a79aee78d158ffd2fbf7,15,15,1.0,3062.173143,2171.1731426995975,10855.865713497988,690,138,126,45,30,0,True,,1.6546371000004
q2_no_trial,307,20260911T125559883332Z-s307-D,187d201584825f2b3a013d99dfaefd2dd9317a454efaf0c90b8915f2dcb4b4fa,abd3838a5f09ee5ec9dd5fc06e0e2a467b16e047bd94a79aee78d158ffd2fbf7,15,15,1.0,3236.848315,2460.8483153977595,12304.241576988798,595,119,106,45,30,0,True,,1.5326482000000397
q2_no_trial,308,20260911T125601514230Z-s308-D,187d201584825f2b3a013d99dfaefd2dd9317a454efaf0c90b8915f2dcb4b4fa,abd3838a5f09ee5ec9dd5fc06e0e2a467b16e047bd94a79aee78d158ffd2fbf7,13,13,1.0,3459.229026,2672.229027533026,13361.14513766513,615,123,107,39,26,0,True,,1.637635600000067
q2_trial60,301,20260911T125603265314Z-s301-D,187d201584825f2b3a013d99dfaefd2dd9317a454efaf0c90b8915f2dcb4b4fa,e4d7cff7b512ccf7f648dc6106007d124f7954bc0ee0486b63a31f60ef762e45,12,12,1.0,2969.469629,2220.4696260993824,11102.348130496912,580,116,106,39,24,1,True,,1.5107071999991604
q2_trial60,302,20260911T125604884050Z-s302-D,187d201584825f2b3a013d99dfaefd2dd9317a454efaf0c90b8915f2dcb4b4fa,e4d7cff7b512ccf7f648dc6106007d124f7954bc0ee0486b63a31f60ef762e45,10,10,1.0,3151.075992,2253.075991653178,11265.37995826589,720,144,128,30,20,0,True,,1.7521245000007184
