variant,seed,run_id,strategy_hash,parameter_hash,clear_count,jammer_count,clear_ratio,total_time,move_time,move_distance,RF_detection_time,RF_detection_count,channel_switch_time,optical_time,clear_time,optical_failed_count,completion_proved,client_error,measured_program_wall_time_s
refine_gain14,301,20260911T131417031381Z-s301-D,08543822d81e88dd01079cf230bf4b0ca5ecfa1f1dc53e293b7320802979a3bd,7be9a183fcaaf032604573c2cee8fcc5b153c273af63a2a26431ca7c57d9a4d0,12,12,1.0,2977.380856,2222.3808538999797,11111.904269499899,585,117,107,39,24,1,True,,1.541322000000008
refine_gain14,302,20260911T131418861184Z-s302-D,08543822d81e88dd01079cf230bf4b0ca5ecfa1f1dc53e293b7320802979a3bd,7be9a183fcaaf032604573c2cee8fcc5b153c273af63a2a26431ca7c57d9a4d0,10,10,1.0,3151.075992,2253.075991653178,11265.37995826589,720,144,128,30,20,0,True,,1.7574187000000165
refine_gain14,303,20260911T131420741042Z-s303-D,08543822d81e88dd01079cf230bf4b0ca5ecfa1f1dc53e293b7320802979a3bd,7be9a183fcaaf032604573c2cee8fcc5b153c273af63a2a26431ca7c57d9a4d0,16,16,1.0,3015.939952,2288.939952574663,11444.699762873315,550,110,97,48,32,0,True,,1.4360433000000228
refine_gain14,304,20260911T131422285307Z-s304-D,08543822d81e88dd01079cf230bf4b0ca5ecfa1f1dc53e293b7320802979a3bd,7be9a183fcaaf032604573c2cee8fcc5b153c273af63a2a26431ca7c57d9a4d0,15,15,1.0,3051.531815,2282.5318138723424,11412.65906936171,585,117,106,48,30,1,True,,1.510963099999998
refine_gain14,305,20260911T131423910839Z-s305-D,08543822d81e88dd01079cf230bf4b0ca5ecfa1f1dc53e293b7320802979a3bd,7be9a183fcaaf032604573c2cee8fcc5b153c273af63a2a26431ca7c57d9a4d0,11,11,1.0,3166.535566,2269.5355664995614,11347.677832497806,715,143,127,33,22,0,True,,1.8093351999999925
refine_gain14,306,20260911T131425855887Z-s306-D,08543822d81e88dd01079cf230bf4b0ca5ecfa1f1dc53e293b7320802979a3bd,7be9a183fcaaf032604573c2cee8fcc5b153c273af63a2a26431ca7c57d9a4d0,15,15,1.0,2901.439327,2160.4393257479996,10802.196628739997,565,113,101,45,30,0,True,,1.437152999999995
refine_gain14,307,20260911T131427410964Z-s307-D,08543822d81e88dd01079cf230bf4b0ca5ecfa1f1dc53e293b7320802979a3bd,7be9a183fcaaf032604573c2cee8fcc5b153c273af63a2a26431ca7c57d9a4d0,15,15,1.0,3173.084977,2458.0849755169147,12290.424877584574,545,109,95,45,30,0,True,,1.442795799999999
refine_gain14,308,20260911T131428967128Z-s308-D,08543822d81e88dd01079cf230bf4b0ca5ecfa1f1dc53e293b7320802979a3bd,7be9a183fcaaf032604573c2cee8fcc5b153c273af63a2a26431ca7c57d9a4d0,13,13,1.0,3409.003575,2678.0035759196426,13390.017879598212,565,113,101,39,26,0,True,,1.5110810000000185
refine_gain22,301,20260911T131430606835Z-s301-D,08543822d81e88dd01079cf230bf4b0ca5ecfa1f1dc53e293b7320802979a3bd,0e8755a7947d2b51337cf6d3a7d177ff2068b01bfb53dc77a50a10244a5d8394,12,12,1.0,2977.380856,2222.3808538999797,11111.904269499899,585,117,107,39,24,1,True,,1.4714291999999887
refine_gain22,302,20260911T131432203672Z-s302-D,08543822d81e88dd01079cf230bf4b0ca5ecfa1f1dc53e293b7320802979a3bd,0e8755a7947d2b51337cf6d3a7d177ff2068b01bfb53dc77a50a10244a5d8394,10,10,1.0,3094.770686,2275.7706864188212,11378.853432094107,655,131,114,30,20,0,True,,1.7130553000000077
